,word,lemma
0,Powder,powder
1,gasmask,gasmask
2,found,found
3,handbag,handbag
4,Israeli,isra
5,woman,woman
6,detained,detain
7,allowed,allow
8,board,board
9,plane,plane
10,Texas,texa
11,The,the
12,FBI,fbi
13,return,return
14,calls,call
15,asking,ask
16,interviewed,interview
17,powder,powder
18,tests,test
19,positive,posit
20,anthrax,anthrax
21,declared,declar
22,harmless,harmless
23,ten,ten
24,people,peopl
25,become,becom
26,sick,sick
27,treated,treat
28,plus,plu
29,screeners,screener
30,decontaminated,decontamin
31,urlLink,urllink
32,Why,whi
33,I,I
34,get,get
35,feeling,feel
36,staged,stage
37,terror,terror
38,attack,attack
39,blame,blame
40,Iraq,iraq
41,fell,fell
42,apart,apart
