,word,lemma
0,urlLink,urllink
1,First,first
2,Coast,coast
3,News,new
4,Woman,woman
5,Accused,accus
6,Setting,set
7,Fire,fire
8,Riverside,riversid
9,Home,home
10,This,thi
11,Alan,alan
12,house,hous
13,I,I
14,believe,believ
15,happened,happen
16,really,realli
17,glad,glad
18,hurt,hurt
19,poetry,poetri
20,safe,safe
21,Nestor,nestor
22,says,say
23,still,still
24,living,live
25,back,back
26,sans,san
27,electric,electr
28,phone,phone
29,despite,despit
30,fact,fact
31,front,front
32,burned,burn
33,Where,where
34,going,go
35,go,go
36,hope,hope
37,wins,win
38,Amy,ami
39,Lowell,lowel
