,word,stem
0,Logic,logic
1,dictates,dictat
2,matter,matter
3,effort,effort
4,intent,intent
5,basis,basi
6,directs,direct
7,Our,our
8,western,western
9,progress,progress
10,oriented,orient
11,democracies,democraci
12,cancerous,cancer
13,cosmic,cosmic
14,intermingled,intermingl
15,way,way
16,Occam,occam
17,Razor,razor
18,either,either
19,provide,provid
20,close,close
21,yet,yet
22,ultimately,ultim
23,satisfying,satisfi
24,shave,shave
25,aortal,aortal
26,slice,slice
27,proves,prove
28,fatal,fatal
29,We,We
30,thought,thought
31,could,could
32,Fix,fix
33,later,later
34,Now,now
35,Smoking,smoke
36,crater,crater
37,urlLink,urllink
38,Burma,burma
39,Shave,shave
40,via,via
