,word,lemma
0,Sorry,sorri
1,lack,lack
2,posts,post
3,lately,late
4,end,end
5,semester,semest
6,hitting,hit
7,hard,hard
8,Yesterday,yesterday
9,weather,weather
10,gorgeous,gorgeou
11,Leah,leah
12,I,I
13,took,took
14,walk,walk
15,Arb,arb
16,Afterwards,afterward
17,made,made
18,dinner,dinner
19,subsequently,subsequ
20,felt,felt
21,extremely,extrem
22,tired,tire
23,She,she
24,ran,ran
25,group,group
26,meetings,meet
27,time,time
28,study,studi
29,rest,rest
30,night,night
31,The,the
32,combination,combin
33,working,work
34,taking,take
35,full,full
36,meal,meal
37,wore,wore
38,decided,decid
39,make,make
40,coffee,coffe
41,large,larg
42,amounts,amount
43,caffeine,caffein
44,since,sinc
45,gave,gave
46,beginning,begin
47,year,year
48,drank,drank
49,half,half
50,pot,pot
51,hour,hour
52,Let,let
53,say,say
54,horrible,horribl
55,idea,idea
56,started,start
57,get,get
58,pretty,pretti
59,wired,wire
60,figured,figur
61,would,would
62,symptom,symptom
63,wrong,wrong
64,My,My
65,concentration,concentr
66,wane,wane
67,getting,get
68,dizzy,dizzi
69,got,got
70,worse,wors
71,Eventually,eventu
72,wanted,want
73,either,either
74,run,run
75,around,around
76,room,room
77,puke,puke
78,dry,dri
79,heave,heav
80,good,good
81,five,five
82,minutes,minut
83,could,could
84,stand,stand
85,probably,probabl
86,work,work
87,done,done
88,midnight,midnight
89,3,3
90,30,30
91,AM,AM
92,finally,final
93,fell,fell
94,asleep,asleep
