,word,lemma
0,Bullets,bullet
1,Importance,import
2,Michigan,michigan
3,first,first
4,Big,big
5,Ten,ten
6,top,top
7,10,10
8,nation,nation
9,urlLink,urllink
10,story,stori
11,Microsoft,microsoft
12,partnered,partner
13,IBM,ibm
14,processor,processor
15,next,next
16,Xbox,xbox
17,The,the
18,Green,green
19,River,river
20,Killer,killer
21,plead,plead
22,guilty,guilti
23,48,48
24,counts,count
25,murder,murder
26,On,On
27,much,much
28,less,less
29,grisly,grisli
30,important,import
31,note,note
32,Kat,kat
33,turns,turn
34,24,24
35,today,today
