,word,stem
0,another,anoth
1,day,day
2,begins,begin
3,wonder,wonder
4,store,store
5,I,I
6,downloaded,download
7,new,new
8,urlLink,urllink
9,Internet,internet
10,Explorer,explor
11,Beta,beta
12,smart,smart
13,tags,tag
14,et,et
15,al,al
16,Must,must
17,say,say
18,Outlook,outlook
19,splash,splash
20,screen,screen
21,looks,look
22,mind,mind
23,blowing,blow
24,It,It
25,seems,seem
26,stable,stabl
27,earlier,earlier
28,preview,preview
29,release,releas
30,The,the
31,neat,neat
32,useful,use
33,might,might
34,prove,prove
35,course,cours
36,ordinary,ordinari
37,browsing,brows
