,word,lemma
0,I,I
1,think,think
2,check,check
3,local,local
4,asian,asian
5,markets,market
6,today,today
7,get,get
8,supplies,suppli
9,lost,lost
10,without,without
11,urlLink,urllink
12,Sriracha,sriracha
13,Chun,chun
14,Ching,ching
15,Oriental,orient
16,Food,food
17,2222,2222
18,NW,NW
19,6th,6th
20,Street,street
21,352,352
22,376,376
23,5885,5885
24,India,india
25,Bazaar,bazaar
26,3501,3501
27,SW,SW
28,Archer,archer
29,Rd,Rd
30,271,271
31,7571,7571
32,New,new
33,Asia,asia
34,Market,market
35,2112,2112
36,34th,34th
37,335,335
38,8557,8557
39,Nolboo,nolboo
40,Grocery,groceri
41,Gifts,gift
42,424,424
43,13th,13th
44,St,St
45,1818,1818
46,Gift,gift
47,3507,3507
48,Road,road
49,372,372
50,4591,4591
