,word,stem
0,urlLink,urllink
1,Professor,professor
2,X,X
3,The,the
4,Shulgins,shulgin
5,come,come
6,across,across
7,like,like
8,psychedelic,psychedel
9,version,version
10,Osbournes,osbourn
11,ambling,ambl
12,eccentric,eccentr
13,paterfamilias,paterfamilia
14,kid,kid
15,caught,caught
16,family,famili
17,business,busi
18,savvier,savvier
19,aggressive,aggress
20,wife,wife
21,protects,protect
22,outside,outsid
23,world,world
24,Shulgin,shulgin
25,establishment,establish
26,leanings,lean
27,He,He
28,belongs,belong
29,elite,elit
30,male,male
31,Bohemian,bohemian
32,Club,club
33,Dick,dick
34,Cheney,cheney
35,George,georg
36,Shultz,shultz
37,members,member
38,Heh,heh
39,heh,heh
40,put,put
41,tongue,tongu
