,word,stem
0,Angry,angri
1,Cell,cell
2,Phone,phone
3,Customer,custom
4,Trashes,trash
5,Verizon,verizon
6,Store,store
7,POSTED,post
8,11,11
9,43,43
10,EDT,edt
11,May,may
12,14,14
13,2004,2004
14,FARGO,fargo
15,N,N
16,D,D
17,A,A
18,man,man
19,said,said
20,fed,fed
21,cellular,cellular
22,phone,phone
23,service,servic
24,went,went
25,Fargo,fargo
26,mall,mall
27,started,start
28,hurling,hurl
29,phones,phone
30,across,across
31,store,store
32,striking,strike
33,employee,employe
34,causing,caus
35,2,2
36,000,000
37,damage,damag
38,authorities,author
39,Jason,jason
40,Perala,perala
41,22,22
42,told,told
43,The,the
44,Forum,forum
45,newspaper,newspap
46,planned,plan
47,yell,yell
48,employees,employe
49,Wireless,wireless
50,Then,then
51,I,I
52,lost,lost
53,grabbing,grab
54,computers,comput
55,throwing,throw
56,destroyed,destroy
57,place,place
58,kind,kind
59,regret,regret
60,hope,hope
61,message,messag
62,got,got
63,Police,polic
64,took,took
65,shirt,shirt
66,put,put
67,safety,safeti
68,glasses,glass
69,around,around
70,items,item
71,One,one
72,struck,struck
73,shoulder,shoulder
74,workers,worker
75,dashed,dash
76,office,offic
77,locked,lock
78,door,door
79,called,call
80,police,polic
81,Sgt,sgt
82,Kevin,kevin
83,Volrath,volrath
84,Other,other
85,businesses,busi
86,West,west
87,Acres,acr
88,lowered,lower
89,steel,steel
90,security,secur
91,gates,gate
92,Thursday,thursday
93,incident,incid
94,arrested,arrest
95,without,without
96,jailed,jail
97,charges,charg
98,felony,feloni
99,criminal,crimin
100,mischief,mischief
101,misdemeanor,misdemeanor
102,simple,simpl
103,assault,assault
