,word,lemma
0,This,thi
1,urlLink,urllink
2,blog,blog
3,entry,entri
4,perfect,perfect
5,example,exampl
6,feel,feel
7,blogging,blog
8,important,import
9,It,It
10,stating,state
11,something,someth
12,fact,fact
13,posting,post
14,commentary,commentari
15,world,world
16,around,around
17,us,us
18,quite,quit
19,often,often
20,asking,ask
21,feedback,feedback
22,community,commun
23,I,I
24,know,know
25,past,past
26,blogs,blog
27,ran,ran
28,asked,ask
29,questions,question
30,many,mani
31,times,time
32,posted,post
33,pure,pure
34,think,think
35,new,new
36,idea,idea
37,media,media
38,take,take
39,time,time
40,people,peopl
41,understand,understand
42,exactly,exactli
43,WHY,whi
44,different,differ
45,forms,form
