,word,stem
0,urlLink,urllink
1,Desiderata,desiderata
2,Go,Go
3,placidly,placidli
4,amid,amid
5,noise,nois
6,haste,hast
7,And,and
8,remember,rememb
9,peace,peac
10,may,may
11,silence,silenc
12,As,As
13,far,far
14,possible,possibl
15,without,without
16,surrender,surrend
17,Be,Be
18,good,good
19,terms,term
20,persons,person
21,Speak,speak
22,truth,truth
23,quietly,quietli
24,clearly,clearli
25,listen,listen
26,others,other
27,Even,even
28,dull,dull
29,ignorant,ignor
30,story,stori
31,Avoid,avoid
32,loud,loud
33,aggressive,aggress
34,They,they
35,vexatious,vexati
36,spirit,spirit
37,If,If
38,compare,compar
39,become,becom
40,vain,vain
41,bitter,bitter
42,For,for
43,always,alway
44,greater,greater
45,lesser,lesser
46,Enjoy,enjoy
47,achievements,achiev
48,well,well
49,plans,plan
50,Keep,keep
51,interested,interest
52,career,career
53,however,howev
54,humble,humbl
55,It,It
56,real,real
57,possession,possess
58,changing,chang
59,fortunes,fortun
60,time,time
61,Exercise,exercis
62,caution,caution
63,business,busi
64,affairs,affair
65,world,world
66,full,full
67,trickery,trickeri
68,But,but
69,let,let
70,blind,blind
71,virtue,virtu
72,Many,mani
73,strive,strive
74,high,high
75,ideals,ideal
76,everywhere,everywher
77,life,life
78,heroism,heroism
79,Especially,especi
80,feign,feign
81,affection,affect
82,Neither,neither
83,cynical,cynic
84,love,love
85,face,face
86,aridity,arid
87,disappointment,disappoint
88,perennial,perenni
89,grass,grass
90,Take,take
91,kindly,kindli
92,counsel,counsel
93,years,year
94,Gracefully,grace
95,surrendering,surrend
96,things,thing
97,youth,youth
98,Nurture,nurtur
99,strength,strength
100,shield,shield
101,sudden,sudden
102,misfortune,misfortun
103,distress,distress
104,imaginings,imagin
105,fears,fear
106,born,born
107,fatigue,fatigu
108,loneliness,loneli
109,Beyond,beyond
110,wholesome,wholesom
111,discipline,disciplin
112,gentle,gentl
113,You,you
114,child,child
115,universe,univers
116,less,less
117,trees,tree
118,stars,star
119,right,right
120,whether,whether
121,clear,clear
122,No,No
123,doubt,doubt
124,unfolding,unfold
125,Therefore,therefor
126,God,god
127,Whatever,whatev
128,conceive,conceiv
129,whatever,whatev
130,labours,labour
131,aspirations,aspir
132,noisy,noisi
133,confusion,confus
134,soul,soul
135,With,with
136,sham,sham
137,drudgery,drudgeri
138,broken,broken
139,dreams,dream
140,still,still
141,beautiful,beauti
142,cheerful,cheer
143,Strive,strive
144,happy,happi
145,Max,max
146,Ehrman,ehrman
147,1927,1927
148,Found,found
149,Old,old
150,Saint,saint
151,Paul,paul
152,Church,church
153,Baltimore,baltimor
154,U,U
155,S,S
156,A,A
157,Dated,date
158,1692,1692
