,word,stem
0,urlLink,urllink
1,Giant,giant
2,blob,blob
3,baffles,baffl
4,marine,marin
5,scientists,scientist
6,The,the
7,12,12
8,metre,metr
9,wide,wide
10,remains,remain
11,sea,sea
12,creature,creatur
13,found,found
14,Chilean,chilean
15,navy,navi
16,puzzling,puzzl
17,think,think
18,may,may
19,new,new
20,species,speci
21,specimen,specimen
22,first,first
23,taken,taken
24,beached,beach
25,whale,whale
26,washed,wash
27,week,week
28,ago,ago
29,experts,expert
30,seen,seen
31,say,say
32,appears,appear
33,backbone,backbon
34,We,We
35,never,never
36,strange,strang
37,know,know
38,might,might
39,giant,giant
40,squid,squid
41,missing,miss
42,parts,part
43,maybe,mayb
44,Elsa,elsa
45,Cabrera,cabrera
46,biologist,biologist
47,director,director
48,Centre,centr
49,Cetacean,cetacean
50,Conservation,conserv
51,Santiago,santiago
52,told,told
53,Reuters,reuter
54,news,news
55,agency,agenc
