,word,stem
0,urlLink,urllink
1,How,how
2,Bad,bad
3,Can,can
4,Dirty,dirti
5,Bomb,bomb
6,Be,Be
7,If,If
8,relatively,rel
9,tiny,tini
10,dirty,dirti
11,bomb,bomb
12,one,one
13,containing,contain
14,ten,ten
15,pounds,pound
16,TNT,tnt
17,pea,pea
18,sized,size
19,amount,amount
20,cesium,cesium
21,137,137
22,detonated,deton
23,Washington,washington
24,federation,feder
25,scientists,scientist
26,recently,recent
27,told,told
28,Congress,congress
29,The,the
30,initial,initi
31,passing,pass
32,radioactive,radioact
33,cloud,cloud
34,would,would
35,harmless,harmless
36,evacuate,evacu
37,immediately,immedi
38,However,howev
39,continued,continu
40,residents,resid
41,area,area
42,five,five
43,city,citi
44,blocks,block
45,thousand,thousand
46,chance,chanc
47,getting,get
48,cancer,cancer
49,A,A
50,swath,swath
51,mile,mile
52,long,long
53,covering,cover
54,forty,forti
55,exceed,exceed
56,EPA,epa
57,contamination,contamin
58,limits,limit
59,remaining,remain
60,decontamination,decontamin
61,possible,possibl
62,areas,area
63,abandoned,abandon
64,decades,decad
