,word,stem
0,urlLink,urllink
1,The,the
2,Pop,pop
3,Shop,shop
4,501,501
5,NW,NW
6,23rd,23rd
7,Ave,ave
8,Gainesville,gainesvil
9,FL,FL
10,32609,32609
11,352,352
12,378,378
13,3065,3065
14,ECHO,echo
15,ANTIQUES,antiqu
16,1209,1209
17,CENTRAL,central
18,AVE,ave
19,SAINT,saint
20,PETERSBURG,petersburg
21,33705,33705
22,813,813
23,898,898
24,3246,3246
25,Gas,ga
26,Plant,plant
27,Antique,antiqu
28,Arcade,arcad
29,1246,1246
30,Central,central
31,St,St
32,Petersburg,petersburg
33,895,895
34,0368,0368
35,URBANA,urbana
36,665,665
37,33701,33701
38,824,824
39,5669,5669
