,word,stem
0,urlLink,urllink
1,Question,question
2,You,you
3,discussed,discuss
4,briefly,briefli
5,physiological,physiolog
6,emotional,emot
7,differences,differ
8,sexes,sex
9,Could,could
10,list,list
11,physical,physic
12,characteristics,characterist
13,unique,uniqu
14,males,male
15,females,femal
16,Dr,Dr
17,Dobson,dobson
18,Responds,respond
19,Men,men
20,women,women
21,differ,differ
22,countless,countless
23,ways,way
24,many,mani
25,even,even
26,conscious,consciou
27,Here,here
28,1,1
29,A,A
30,woman,woman
31,greater,greater
32,constitutional,constitut
33,vitality,vital
34,perhaps,perhap
35,chromosomal,chromosom
36,pattern,pattern
37,Normally,normal
38,outlives,outliv
39,man,man
40,three,three
41,four,four
42,years,year
43,U,U
44,S,S
45,Females,femal
46,simply,simpli
47,stronger,stronger
48,hold,hold
49,life,life
50,uterus,uteru
51,More,more
52,140,140
53,male,male
54,babies,babi
55,conceived,conceiv
56,every,everi
57,100,100
58,time,time
59,birth,birth
60,occurs,occur
61,ratio,ratio
62,105,105
63,rest,rest
64,dying,die
65,spontaneous,spontan
66,abortions,abort
67,159,159
68,2,2
69,higher,higher
70,incidence,incid
71,death,death
72,almost,almost
73,disease,diseas
74,except,except
75,benign,benign
76,tumors,tumor
77,disorders,disord
78,related,relat
79,female,femal
80,reproduction,reproduct
81,breast,breast
82,cancer,cancer
83,160,160
84,3,3
85,rate,rate
86,basal,basal
87,metabolism,metabol
88,161,161
89,4,4
90,The,the
91,skeletal,skelet
92,structure,structur
93,shorter,shorter
94,head,head
95,broader,broader
96,face,face
97,less,less
98,protruding,protrud
99,chin,chin
100,legs,leg
101,longer,longer
102,trunk,trunk
103,first,first
104,finger,finger
105,hand,hand
106,usually,usual
107,third,third
108,men,men
109,reverse,revers
110,true,true
111,Boys,boy
112,teeth,teeth
113,last,last
114,girls,girl
115,162,162
116,5,5
117,Women,women
118,larger,larger
119,stomach,stomach
120,kidneys,kidney
121,liver,liver
122,appendix,appendix
123,smaller,smaller
124,lungs,lung
125,163,163
126,6,6
127,important,import
128,functions,function
129,totally,total
130,absent,absent
131,menstruation,menstruat
132,pregnancy,pregnanc
133,lactation,lactat
134,Each,each
135,mechanisms,mechan
136,influences,influenc
137,behavior,behavior
138,feelings,feel
139,significantly,significantli
140,Female,femal
141,hormonal,hormon
142,patterns,pattern
143,complex,complex
144,varied,vari
145,glands,gland
146,work,work
147,differently,differ
148,two,two
149,For,for
150,example,exampl
151,thyroid,thyroid
152,active,activ
153,enlarges,enlarg
154,makes,make
155,prone,prone
156,goiter,goiter
157,provides,provid
158,resistance,resist
159,cold,cold
160,associated,associ
161,smooth,smooth
162,skin,skin
163,relatively,rel
164,hairless,hairless
165,body,bodi
166,thin,thin
167,layer,layer
168,subcutaneous,subcutan
169,fat,fat
170,elements,element
171,concept,concept
172,personal,person
173,beauty,beauti
174,also,also
175,responsive,respons
176,emotionally,emot
177,laughing,laugh
178,crying,cri
179,readily,readili
180,164,164
181,7,7
182,blood,blood
183,contains,contain
184,water,water
185,20,20
186,percent,percent
187,fewer,fewer
188,red,red
189,cells,cell
190,Since,sinc
191,supply,suppli
192,oxygen,oxygen
193,tires,tire
194,easily,easili
195,faint,faint
196,Her,her
197,viability,viabil
198,therefore,therefor
199,strictly,strictli
200,long,long
201,range,rang
202,matter,matter
203,When,when
204,working,work
205,day,day
206,British,british
207,factories,factori
208,wartime,wartim
209,conditions,condit
210,increased,increas
211,ten,ten
212,twelve,twelv
213,hours,hour
214,accidents,accid
215,among,among
216,150,150
217,increase,increas
218,165,165
219,8,8
220,50,50
221,brute,brute
222,strength,strength
223,166,166
224,9,9
225,hearts,heart
226,beat,beat
227,rapidly,rapidli
228,80,80
229,versus,versu
230,72,72
231,beats,beat
232,per,per
233,minute,minut
234,Their,their
235,pressure,pressur
236,points,point
237,lower,lower
238,varies,vari
239,much,much
240,tendency,tendenc
241,high,high
242,least,least
243,menopause,menopaus
244,167,167
245,10,10
246,lung,lung
247,capacity,capac
248,30,30
249,168,168
250,11,11
251,withstand,withstand
252,temperatures,temperatur
253,better,better
254,slows,slow
255,169,169
256,12,12
257,cell,cell
258,bodies,bodi
259,carry,carri
260,differing,differ
261,implications,implic
262,genetic,genet
263,components,compon
264,obvious,obviou
265,extremely,extrem
266,subtle,subtl
267,researchers,research
268,visited,visit
269,school,school
270,college,colleg
271,campuses,campus
272,study,studi
273,observed,observ
274,transported,transport
275,books,book
276,different,differ
277,young,young
278,tended,tend
279,sides,side
280,arms,arm
281,looped,loop
282,top,top
283,contrast,contrast
284,cradled,cradl
285,breasts,breast
286,way,way
287,would,would
288,baby,babi
289,170,170
290,Who,who
291,estimate,estim
292,sex,sex
293,lie,lie
294,level,level
295,consciousness,conscious
