,word,stem
0,urlLink,urllink
1,Weekly,weekli
2,Review,review
3,May,may
4,27,27
5,2003,2003
6,Harper,harper
7,Magazine,magazin
8,The,the
9,United,unit
10,States,state
11,several,sever
12,countries,countri
13,banned,ban
14,Canadian,canadian
15,beef,beef
16,mad,mad
17,cow,cow
18,discovered,discov
19,Alberta,alberta
20,Officials,offici
21,quick,quick
22,point,point
23,evidence,evid
24,slaughtered,slaughter
25,January,januari
26,entered,enter
27,food,food
28,chain,chain
29,although,although
30,admitted,admit
31,carcass,carcass
32,sent,sent
33,rendering,render
34,plant,plant
35,protein,protein
36,produced,produc
37,sometimes,sometim
38,used,use
39,pet,pet
40,I,I
41,want,want
42,stress,stress
43,beginning,begin
44,one,one
45,said,said
46,minister,minist
47,agriculture,agricultur
48,Don,don
49,try,tri
50,leave,leav
51,impression,impress
52,animal,anim
53,went,went
54,feed,feed
55,Last,last
56,year,year
57,500,500
58,000,000
59,head,head
60,cattle,cattl
61,exported,export
62,Prime,prime
63,Minister,minist
64,Jean,jean
65,Chretien,chretien
66,made,made
67,public,public
68,show,show
69,eating,eat
70,steak,steak
71,SARS,sar
72,continued,continu
73,spread,spread
74,Toronto,toronto
75,Britain,britain
76,foreign,foreign
77,office,offic
78,told,told
79,travelers,travel
80,avoid,avoid
81,Taiwan,taiwan
82,continuing,continu
83,outbreak,outbreak
84,virus,viru
85,found,found
86,six,six
87,masked,mask
88,palm,palm
89,civit,civit
90,cats,cat
91,raccoon,raccoon
92,dog,dog
93,antibodies,antibodi
94,also,also
95,Chinese,chines
96,ferret,ferret
97,badger,badger
98,Investigators,investig
99,probable,probabl
100,jumped,jump
101,delicacies,delicaci
102,humans,human
103,A,A
104,new,new
105,television,televis
106,channel,channel
107,devoted,devot
108,exclusively,exclus
109,opened,open
110,Singapore,singapor
111,British,british
112,man,man
113,walked,walk
114,alone,alon
115,North,north
116,Pole,pole
117,sitting,sit
118,waiting,wait
119,somebody,somebodi
120,come,come
121,give,give
122,ride,ride
123,home,home
124,70,70
125,old,old
126,Japanese,japanes
127,climbed,climb
128,Mount,mount
129,Everest,everest
130,wild,wild
131,turkey,turkey
132,perched,perch
133,28th,28th
134,floor,floor
135,balcony,balconi
136,Manhattan,manhattan
137,American,american
138,intelligence,intellig
139,officials,offici
140,decided,decid
141,two,two
142,trailers,trailer
143,Iraq,iraq
144,manufacture,manufactur
