,word,lemma
0,sit,sit
1,room,room
2,glared,glare
3,bare,bare
4,walls,wall
5,tell,tell
6,expecting,expect
7,flick,flick
8,ashes,ash
9,watch,watch
10,float,float
11,ground,ground
12,notice,notic
13,hear,hear
14,nothing,noth
15,sound,sound
16,place,place
17,paid,paid
18,hope,hope
19,destined,destin
20,fulfill,fulfil
21,dreams,dream
22,yet,yet
23,one,one
24,sitting,sit
25,sometimes,sometim
26,still,still
27,joy,joy
28,pride,pride
29,brought,brought
30,home,home
31,boy,boy
32,visions,vision
33,shared,share
34,future,futur
35,planned,plan
36,appears,appear
37,scam,scam
38,two,two
39,months,month
40,later,later
41,im,im
42,alone,alon
43,floor,floor
44,holding,hold
45,phone,phone
46,wishing,wish
47,knew,knew
48,next,next
49,would,would
50,call,call
