,word,lemma
0,I,I
1,still,still
2,making,make
3,headway,headway
4,family,famili
5,In,In
6,fact,fact
7,think,think
8,Mom,mom
9,rallying,ralli
10,troops,troop
11,aka,aka
12,aunts,aunt
13,uncles,uncl
14,Meanwhile,meanwhil
15,friends,friend
16,really,realli
17,supportive,support
18,idea,idea
19,Thanks,thank
20,It,It
21,frustrating,frustrat
22,know,know
23,Here,here
24,want,want
25,get,get
26,world,world
27,pinch,pinch
28,adventure,adventur
29,maybe,mayb
30,help,help
31,people,peopl
32,process,process
33,earning,earn
34,resentment,resent
35,entire,entir
36,freakin,freakin
37,hope,hope
38,time,time
39,cooler,cooler
40,heads,head
41,prevail,prevail
42,There,there
43,nationwide,nationwid
44,girlfriend,girlfriend
45,hunt,hunt
46,truly,truli
47,hell,hell
48,Mexico,mexico
49,ties,tie
50,shit,shit
51,could,could
52,go,go
53,international,intern
54,obviously,obvious
55,cure,cure
56,foolishness,foolish
57,laid,laid
58,Oh,Oh
59,buy,buy
60,something,someth
61,nice,nice
62,Problem,problem
63,solved,solv
64,Life,life
65,sad,sad
66,Had,had
67,spot,spot
68,Sunday,sunday
69,night,night
70,insomnia,insomnia
71,fueled,fuel
72,mostly,mostli
73,discussions,discuss
74,parents,parent
75,yesterday,yesterday
76,Thankfully,thank
77,Jack,jack
78,Daniels,daniel
79,helped,help
80,Whoever,whoever
81,charge,charg
82,late,late
83,programming,program
84,shot,shot
85,uncommon,uncommon
86,phenomenon,phenomenon
87,TV,TV
88,needs,need
89,hour,hour
90,need,need
91,Jerks,jerk
