,word,stem
0,The,the
1,Winter,winter
2,Listening,listen
3,No,No
4,one,one
5,fire,fire
6,hands,hand
7,burning,burn
8,red,red
9,palms,palm
10,night,night
11,wind,wind
12,carries,carri
13,everything,everyth
14,away,away
15,outside,outsid
16,All,all
17,petty,petti
18,worry,worri
19,great,great
20,cloak,cloak
21,sky,sky
22,grows,grow
23,dark,dark
24,intense,intens
25,round,round
26,every,everi
27,living,live
28,thing,thing
29,What,what
30,precious,preciou
31,inside,insid
32,us,us
33,care,care
34,known,known
35,mind,mind
36,ways,way
37,diminish,diminish
38,presence,presenc
39,strive,strive
40,perfection,perfect
41,turns,turn
42,lit,lit
43,angel,angel
44,desire,desir
45,disturbs,disturb
46,nourishes,nourish
47,need,need
48,hate,hate
49,cannot,cannot
50,know,know
51,true,true
52,pattern,pattern
53,explained,explain
54,Inside,insid
55,everyone,everyon
56,shout,shout
57,joy,joy
58,waiting,wait
59,born,born
60,Even,even
61,summer,summer
62,far,far
63,I,I
64,feel,feel
65,grown,grown
66,ready,readi
67,arrive,arriv
68,world,world
69,years,year
70,listening,listen
71,nothing,noth
72,say,say
73,forgetting,forget
74,voice,voic
75,make,make
76,heard,heard
77,easily,easili
78,belong,belong
79,simply,simpli
80,And,and
81,slow,slow
82,difficulty,difficulti
83,remembering,rememb
84,opposite,opposit
85,miraculous,miracul
86,otherness,other
87,Silence,silenc
88,winter,winter
89,led,led
90,So,So
91,let,let
92,enough,enough
93,new,new
94,life,life
95,must,must
96,call,call
97,David,david
98,Whyte,whyte
