,word,stem
0,urlLink,urllink
1,Robot,robot
2,Rationalizations,ration
3,The,the
4,famous,famou
5,novel,novel
6,mind,mind
7,control,control
8,George,georg
9,Orwell,orwel
10,1984,1984
11,ends,end
12,protagonist,protagonist
13,losing,lose
14,prospect,prospect
15,head,head
16,locked,lock
17,cage,cage
18,full,full
19,rats,rat
20,How,how
21,silly,silli
22,Nobody,nobodi
23,going,go
24,lock,lock
25,Soon,soon
26,even,even
27,cages,cage
28,They,they
29,happy,happi
30,whatever,whatev
31,want,want
32,love,love
33,Big,big
34,Brother,brother
