,word,stem
0,urlLink,urllink
1,The,the
2,world,world
3,going,go
4,straight,straight
5,hell,hell
6,food,food
7,workers,worker
8,U,U
9,N,N
10,headquarters,headquart
11,walked,walk
12,jobs,job
13,calling,call
14,wildcat,wildcat
15,strike,strike
16,result,result
17,nothing,noth
18,short,short
19,Baghdad,baghdad
20,style,style
21,chaos,chao
22,walkout,walkout
23,left,left
24,thousands,thousand
25,employees,employe
26,scrounging,scroung
27,lunch,lunch
28,eventually,eventu
29,masses,mass
30,stripped,strip
31,cafeterias,cafeteria
32,everything,everyth
33,including,includ
34,silverware,silverwar
35,When,when
36,asked,ask
37,much,much
38,liquor,liquor
39,lifted,lift
40,bar,bar
41,one,one
42,S,S
43,diplomat,diplomat
44,responded,respond
45,I,I
46,stopped,stop
47,counting,count
48,bottles,bottl
49,He,He
50,excused,excus
51,headed,head
52,towards,toward
53,men,men
54,room,room
55,via,via
56,Page3Girls,page3girl
