,word,stem
0,I,I
1,might,might
2,selling,sell
3,laptop,laptop
4,soon,soon
5,Thanks,thank
6,already,alreadi
7,buyer,buyer
8,Should,should
9,drop,drop
10,2,2
11,large,larg
12,get,get
13,new,new
14,Dell,dell
15,Even,even
16,money,money
17,old,old
18,still,still
19,paycheck,paycheck
20,half,half
21,Here,here
22,requirements,requir
23,used,use
24,Pentium,pentium
25,III,iii
26,thus,thu
27,450MHz,450mhz
28,better,better
29,256,256
30,megs,meg
31,ram,ram
32,5,5
33,gig,gig
34,hard,hard
35,drive,drive
36,14,14
37,larger,larger
38,LCD,lcd
39,screen,screen
40,supports,support
41,least,least
42,1024x768,1024x768
43,DVD,dvd
44,10,10
45,100,100
46,network,network
47,port,port
48,A,A
49,working,work
50,battery,batteri
51,All,all
52,750,750
53,If,If
54,something,someth
55,like,like
56,shows,show
57,eBay,ebay
58,set,set
59,urlLink,urllink
60,These,these
61,guys,guy
62,looking,look
