,word,lemma
0,urlLink,urllink
1,In,In
2,The,the
3,Arms,arm
4,Of,Of
5,Angels,angel
6,Sarah,sarah
7,Mclachlan,mclachlan
8,Spend,spend
9,time,time
10,waiting,wait
11,second,second
12,chance,chanc
13,break,break
14,would,would
15,make,make
16,okay,okay
17,always,alway
18,one,one
19,reason,reason
20,feel,feel
21,good,good
22,enough,enough
23,hard,hard
24,end,end
25,day,day
26,I,I
27,need,need
28,distraction,distract
29,oh,oh
30,beautiful,beauti
31,release,releas
32,memory,memori
33,seeps,seep
34,veins,vein
35,let,let
36,empty,empti
37,weightless,weightless
38,maybe,mayb
39,find,find
40,peace,peac
41,tonight,tonight
42,arms,arm
43,angel,angel
44,fly,fli
45,away,away
46,dark,dark
47,cold,cold
48,hotel,hotel
49,room,room
50,endlessness,endless
51,fear,fear
52,pulled,pull
53,wreckage,wreckag
54,silent,silent
55,reverie,reveri
56,may,may
57,comfort,comfort
58,tired,tire
59,straight,straight
60,line,line
61,everywhere,everywher
62,turn,turn
63,vultures,vultur
64,thieves,thiev
65,back,back
66,storm,storm
67,keeps,keep
68,twisting,twist
69,keep,keep
70,building,build
71,lies,lie
72,lack,lack
73,difference,differ
74,escaping,escap
75,last,last
76,easier,easier
77,believe,believ
78,sweet,sweet
79,madness,mad
80,glorious,gloriou
81,sadness,sad
82,brings,bring
83,knees,knee
