,word,stem
0,urlLink,urllink
1,Osho,osho
2,Zen,zen
3,Tarot,tarot
4,Friendliness,friendli
5,First,first
6,meditate,medit
7,blissful,bliss
8,much,much
9,love,love
10,happen,happen
11,accord,accord
12,Then,then
13,others,other
14,beautiful,beauti
15,alone,alon
16,also,also
17,simple,simpl
18,You,you
19,depend,depend
20,make,make
21,dependent,depend
22,always,alway
23,friendship,friendship
24,friendliness,friendli
25,It,It
26,never,never
27,becomes,becom
28,relationship,relationship
29,relatedness,related
30,relate,relat
31,create,creat
32,marriage,marriag
33,Marriage,marriag
34,fear,fear
35,long,long
36,things,thing
37,moving,move
38,beautifully,beauti
39,share,share
40,And,and
41,see,see
42,moment,moment
43,come,come
44,depart,depart
45,paths,path
46,separate,separ
47,crossroad,crossroad
48,say,say
49,good,good
50,bye,bye
51,great,great
52,gratitude,gratitud
53,joys,joy
54,pleasures,pleasur
55,moments,moment
56,shared,share
57,With,with
58,misery,miseri
59,pain,pain
60,simply,simpli
61,The,the
62,White,white
63,Lotus,lotu
64,Chapter,chapter
65,10,10
66,branches,branch
67,two,two
68,flowering,flower
69,trees,tree
70,intertwined,intertwin
71,fallen,fallen
72,petals,petal
73,blend,blend
74,together,togeth
75,ground,ground
76,colors,color
77,heaven,heaven
78,earth,earth
79,bridged,bridg
80,But,but
81,stand,stand
82,individually,individu
83,rooted,root
84,soil,soil
85,connection,connect
86,In,In
87,way,way
88,represent,repres
89,essence,essenc
90,true,true
91,friends,friend
92,mature,matur
93,easy,easi
94,natural,natur
95,There,there
96,urgency,urgenc
97,neediness,needi
98,desire,desir
99,change,chang
100,something,someth
101,else,els
102,This,thi
103,card,card
104,indicates,indic
105,readiness,readi
106,enter,enter
107,quality,qualiti
108,passage,passag
109,may,may
110,notice,notic
111,longer,longer
112,interested,interest
113,kinds,kind
114,dramas,drama
115,romances,romanc
116,people,peopl
117,engaged,engag
118,loss,loss
119,birth,birth
120,higher,higher
121,loving,love
122,born,born
123,fullness,full
124,experience,experi
125,truly,truli
126,unconditional,uncondit
127,without,without
128,expectations,expect
129,demands,demand
