,word,stem
0,urlLink,urllink
1,TAURUS,tauru
2,LUNAR,lunar
3,CYCLE,cycl
4,Dana,dana
5,Gerhardt,gerhardt
6,http,http
7,www,www
8,mooncircles,mooncircl
9,com,com
10,April,april
11,19,19
12,May,may
13,20,20
14,This,thi
15,New,new
16,Moon,moon
17,brings,bring
18,partial,partial
19,Solar,solar
20,Eclipse,eclips
21,Eclipses,eclips
22,bring,bring
23,dramatic,dramat
24,acceleration,acceler
25,sudden,sudden
26,turn,turn
27,events,event
28,What,what
29,recently,recent
30,changed,chang
31,force,forc
32,much,much
33,needed,need
34,changes,chang
35,surface,surfac
36,Their,their
37,shakedown,shakedown
38,makes,make
39,easier,easier
40,release,releas
41,worn,worn
42,behaviors,behavior
43,attitudes,attitud
44,relationships,relationship
45,turbulence,turbul
46,impels,impel
47,us,us
48,grow,grow
49,particularly,particularli
50,potent,potent
51,It,It
52,second,second
53,Aries,ari
54,year,year
55,Wasat,wasat
56,last,last
57,monthyour,monthyour
58,inner,inner
59,heroic,heroic
60,nature,natur
61,roused,rous
62,action,action
63,You,you
64,may,may
65,found,found
66,stagnant,stagnant
67,life,life
68,becoming,becom
69,unbearable,unbear
70,Spring,spring
71,initiating,initi
72,Leaves,leav
73,suddenly,suddenli
74,fill,fill
75,bare,bare
76,branches,branch
77,Hyacinth,hyacinth
78,tulip,tulip
79,bulbs,bulb
80,shoot,shoot
81,ground,ground
82,Where,where
83,springing,spring
84,forth,forth
85,cycle,cycl
86,Artemisgoddess,artemisgoddess
87,goddess,goddess
88,hunt,hunt
89,She,she
90,summoned,summon
91,season,season
92,expressed,express
93,joyous,joyou
94,independence,independ
95,nurturing,nurtur
96,courageous,courag
97,Perhaps,perhap
98,important,import
99,resolve,resolv
100,might,might
101,make,make
102,shift,shift
103,focus,focu
104,dont,dont
105,wanton,wanton
106,Your,your
107,future,futur
108,created,creat
109,place,place
110,mind,mind
111,If,If
112,youre,your
113,focused,focus
114,irritations,irrit
115,lack,lack
116,get,get
117,heart,heart
118,winning,win
119,feelings,feel
120,images,imag
121,success,success
122,momentum,momentum
123,towards,toward
124,brighter,brighter
125,build,build
126,Negative,neg
127,energy,energi
128,negativity,neg
129,The,the
130,bulb,bulb
131,shooting,shoot
132,earth,earth
133,doesnt,doesnt
134,think,think
135,I,I
136,want,want
137,winter,winter
138,thinking,think
139,luscious,lusciou
140,bloom,bloom
141,When,when
142,likewise,likewis
143,resplendent,resplend
144,speeding,speed
145,way,way
