,frequency
well,1
it,3
s,2
been,3
official,2
but,2
today,1
is,4
the,7
first,1
day,1
i,17
felt,1
feel,1
renewed,1
last,1
several,1
days,3
have,1
some,1
of,4
hardest,1
my,5
life,3
they,1
ve,1
hard,1
you,3
know,2
there,1
are,1
so,7
many,1
positive,2
things,2
that,5
this,7
new,2
era,2
in,2
brings,1
and,8
m,4
just,2
happy,1
weekend,3
a,5
complete,2
stranger,3
was,2
able,2
to,7
make,1
all,1
these,1
ill,1
feelings,2
go,3
away,1
almost,1
like,1
an,1
angel,1
from,1
heaven,1
sent,1
down,1
serve,1
purpose,1
placing,1
me,6
back,3
into,1
reality,1
providing,1
with,1
outlook,1
on,2
cope,1
survive,1
pick,1
up,1
what,1
doing,1
here,1
random,1
note,1
smell,2
her,5
hair,1
where,2
ever,2
skin,1
sometimes,1
scent,1
strong,1
turn,1
around,1
look,1
for,2
gave,2
strength,1
much,1
fact,1
dare,1
say,1
eager,1
begin,1
heh,1
am,1
going,1
try,1
keep,1
journal,1
focused,1
suppose,1
as,1
pass,1
will,2
times,1
mention,1
name,1
its,1
bit,1
harder,1
than,1
guess,1
she,1
stronger,1
wink,1
anyways,1
okay,1
post,2
goodnight,2
your,1
reading,1
thank,1
again,1
everyone,1
hope,1
had,1
good,1
about,1
mine,1
tomorrow,1
