,frequency
Nicole,2
Your,4
comment,1
gave,1
me,2
goosebumps,1
words,1
were,1
so,3
appreciated,1
Thanks,1
much,1
Steve,1
You,5
are,1
such,2
an,1
amazing,3
person,1
inspire,1
with,1
your,2
perseverance,1
strength,1
have,4
the,5
ability,1
to,4
do,2
what,1
ever,1
you,8
want,1
in,2
life,3
and,4
I,6
ve,3
told,1
that,4
since,1
day,1
met,2
this,1
quality,1
about,1
warms,1
a,3
room,1
up,1
personality,1
many,1
guys,1
wish,1
they,1
had,1
themselves,1
never,1
anyone,1
like,1
must,1
say,1
through,2
years,1
it,2
has,1
always,1
been,1
privilge,1
my,1
doll,1
m,2
sorry,1
for,1
all,1
went,1
glad,1
remaining,1
positive,1
staying,1
on,2
top,2
of,2
without,1
allowing,1
get,1
Forever,1
Friends,1
Stockwell,1
taken,1
from,1
thursday,1
post,1
