,frequency
i,25
think,2
the,15
poem,1
actually,1
speaks,1
for,3
itself,1
so,4
there,1
is,9
nothing,1
can,5
really,2
add,1
except,1
comment,1
of,8
course,2
windows,1
are,1
down,1
as,3
cool,1
breeze,1
goes,1
by,2
music,2
on,4
low,1
hear,2
myself,3
drive,1
watch,2
lines,1
in,11
road,1
they,1
go,2
slow,1
raine,1
hitting,1
my,9
tires,1
if,4
it,2
were,2
snow,1
smell,1
humidity,1
flowing,1
air,1
face,1
getting,1
wet,1
and,7
just,3
dont,1
care,1
every,2
few,1
seconds,1
windshield,1
get,2
wiped,1
its,2
at,1
that,11
moment,2
realize,3
how,5
alone,2
am,2
tonight,1
pull,1
over,1
a,10
empty,2
lot,3
with,5
bright,1
lights,1
pen,1
pad,1
cease,1
start,1
to,13
write,2
begin,2
observe,1
all,3
which,1
see,1
no,2
one,1
else,2
around,1
but,5
me,3
ask,2
questions,1
hoping,1
heart,1
will,1
be,5
honest,1
im,3
able,1
not,3
her,3
this,4
august,2
birthday,1
11,1
days,1
she,1
far,1
away,2
did,1
happen,1
why,2
wont,1
we,3
share,1
day,1
things,1
pondering,1
inside,1
mind,2
sitting,2
car,1
10th,1
instead,1
being,1
ill,1
bar,1
drink,1
pain,1
sorrow,1
celebrate,1
life,4
new,1
tomorrow,1
1,1
year,1
ago,1
together,1
texas,1
farthest,1
thing,1
from,1
our,1
heads,1
was,3
would,2
ever,1
ex,1
s,1
part,1
wishes,1
dream,1
then,1
again,1
have,2
never,2
found,1
guy,6
sit,1
writing,1
his,3
thoughts,1
use,1
give,2
up,2
always,1
fought,1
believed,1
himself,1
step,1
way,1
struggles,1
future,1
still,2
knows,1
play,1
secure,1
enough,3
he,1
feels,1
strong,1
stand,1
ideals,1
matter,1
what,1
going,1
happy,1
right,2
now,2
even,1
look,1
behind,1
you,1
learn,1
dance,1
ve,1
learned,1
ll,1
love,1
another,1
chance,1
here,2
bit,1
fear,1
could,1
anywhere,1
world,1
d,1
