,frequency
today,3
we,14
met,1
up,2
around,3
4,2
and,30
it,11
turned,1
out,2
to,35
be,7
a,10
fruit,1
bowl,1
of,17
emotions,1
from,6
the,20
very,1
begining,1
major,1
part,1
me,7
was,5
happy,1
see,5
you,6
feels,2
completed,1
when,8
your,2
just,4
right,5
then,5
another,4
side,1
is,11
scared,2
get,4
that,17
close,3
her,25
because,5
i,31
so,10
being,1
strong,1
independent,1
myself,1
my,5
feelings,2
whether,1
like,3
or,1
not,7
would,2
impossible,1
for,9
fight,2
breaking,1
into,3
heart,1
again,1
in,12
perfect,1
world,2
could,1
together,1
supported,2
regardless,1
peoples,1
personal,1
they,3
have,6
enough,2
respect,1
as,4
20,1
year,1
old,1
woman,1
make,3
decision,1
bribe,1
too,5
theirs,1
but,6
since,1
this,8
an,4
extremely,1
opposite,1
are,3
forced,1
hide,1
our,6
conversations,1
talk,1
meetings,1
days,1
most,1
importantly,1
love,3
although,1
thrilled,1
run,1
errans,1
with,5
CVS,1
office,1
max,1
hospital,1
back,3
car,1
fun,1
great,1
enticing,1
comfortable,1
even,1
said,1
at,3
one,4
point,1
wish,1
were,2
driving,1
tuson,1
apartment,1
now,4
god,1
miss,1
living,2
feeling,1
overwhelming,1
happiness,3
nothing,1
else,1
can,2
replace,1
comes,1
price,1
tag,1
thats,1
trust,1
she,11
will,7
always,1
there,1
offer,2
vice,1
versa,1
seems,1
much,4
easier,2
cope,1
overcome,1
disaster,1
between,1
more,1
than,1
likely,1
constant,1
has,4
put,1
family,5
risk,1
loosing,2
everything,1
gained,1
thought,1
gone,1
m,6
picture,1
sister,1
who,1
provides,1
gateway,1
social,1
life,2
uncomparable,1
what,2
ve,1
been,1
able,3
past,1
all,2
talking,1
bad,1
about,2
motives,1
100,1
every,3
way,3
which,2
sure,1
doesn,1
t,2
take,2
away,4
void,2
soul,1
fill,1
does,1
help,1
time,2
think,1
far,1
anyone,1
concerned,1
though,2
florida,1
makes,1
things,1
each,1
other,1
lived,1
michigan,1
let,1
their,1
sight,1
chance,1
may,1
made,1
plan,1
going,4
go,1
college,1
kalamazoo,1
fall,2
until,1
keep,2
whatever,1
on,3
downlow,1
stay,1
under,1
radar,1
caught,1
by,2
parents,2
goes,1
school,1
hours,1
distance,1
seperating,1
truely,1
needs,1
yet,1
them,1
wants,1
provide,1
such,1
enormous,1
amount,1
freedom,1
decisions,1
herself,1
shape,1
form,2
sally,3
jumping,1
gun,1
main,1
reasons,1
suffer,1
harsh,1
reality,1
do,3
planning,1
future,1
its,2
these,1
visions,1
begin,1
those,1
expectations,1
something,1
really,2
shouldn,1
start,1
taking,1
day,2
mean,1
obligated,1
same,1
kind,1
hug,1
kiss,1
say,1
rebel,1
if,1
sad,1
hang,1
tight,1
hope,2
dream,1
embrace,1
relationship,1
head,1
pray,1
happens,1
both,1
still,1
entire,1
summer,2
ahead,1
us,1
bob,1
weave,1
through,1
actually,1
happen,1
know,1
affords,1
lot,1
oppertunities,1
chaos,1
re,1
survive,1
sigh,1
