,frequency
today,1
was,16
busy,2
i,48
m,5
not,3
use,2
to,23
days,1
it,13
nice,4
mike,2
and,21
took,1
the,29
girls,1
back,6
baycity,1
we,5
stopped,1
for,10
lunch,1
on,3
way,2
home,4
at,2
A,1
W,1
didn,2
t,12
realize,1
how,3
good,1
their,1
fucking,10
food,2
diggin,1
that,10
place,1
anyways,3
started,2
drive,1
with,7
lack,1
of,17
sleep,2
honestly,1
really,1
paying,1
attention,1
about,3
25,1
minutes,3
into,2
trip,2
says,1
dude,1
re,1
going,5
north,1
so,12
yeah,2
wasted,1
alot,1
time,4
driving,2
in,7
completely,1
opposite,1
direction,1
pulled,1
over,2
like,3
your,2
got,4
chill,1
a,12
few,2
hours,1
ride,1
relaxing,1
although,1
get,1
as,2
had,3
planned,1
caught,1
up,4
music,1
happens,1
sometimes,1
after,1
chilled,1
went,3
directly,1
my,13
dads,1
house,2
go,2
pick,1
all,4
shit,4
he,18
storing,1
me,9
fun,1
is,9
such,1
idiot,1
emails,1
plays,1
this,2
hardass,1
doesn,1
give,2
fuck,3
his,4
kids,1
implies,1
pretty,1
much,2
hates,1
us,3
then,3
when,5
show,1
expecting,1
worst,1
act,1
best,1
friend,1
what,1
said,2
maybe,1
two,1
words,1
him,7
first,2
20,1
while,1
packed,1
mikes,2
truck,1
sudden,1
think,4
kind,1
detected,1
there,3
some,1
tension,1
coming,1
from,1
out,5
know,4
where,2
offered,2
van,3
trailer,1
only,1
make,1
one,3
awww,1
you,9
pops,1
its,4
least,1
could,1
do,1
complain,1
made,1
things,1
hell,1
lot,1
easier,1
just,6
threw,1
garage,1
store,1
now,1
ll,1
break,1
tomorrow,1
or,2
something,1
don,5
be,5
have,2
desktop,1
though,1
left,2
towards,1
parents,2
return,1
heard,2
song,2
fucked,1
ve,2
many,1
times,1
past,1
but,4
never,1
listened,2
fits,1
dedicate,1
staind,1
dad,6
company,1
keys,1
let,1
leaving,1
became,1
year,1
dinner,1
shocked,1
no,2
matter,2
hate,4
can,5
turn,1
down,1
free,1
ate,1
why,1
party,1
tonight,1
almost,1
having,1
seizures,1
funny,1
thinks,2
pop,1
life,2
playing,1
role,1
convient,1
around,2
miserable,1
god,1
damnit,1
if,1
friends,1
are,1
cool,2
piece,1
an,1
excuse,1
regret,1
every,1
single,1
day,2
giving,1
another,1
chance,1
should,1
mom,1
florida,1
anything,1
wrong,2
everybody,1
else,1
lets,1
look,1
facts,1
moved,3
16,1
chad,1
17,2
lyndsey,1
she,2
turned,2
kristyn,1
18,1
wow,1
notice,1
pattern,1
blah,1
night,1
well,1
more,1
talk,1
cause,1
involve,1
wouldn,1
very,1
divulge,1
other,1
peoples,1
business,1
ya,2
hope,1
enjoyed,1
post,1
awhile,1
venting,1
pissed,1
vent,1
right,1
gets,1
exhausting,1
ha,1
alright,1
enjoy,1
lls,1
weekend,1
