,frequency
yawn,1
i,18
apologize,1
for,2
the,7
lack,1
of,5
updates,1
but,3
you,4
must,1
excuse,1
me,2
procrastination,1
things,3
have,2
been,7
so,4
fucking,1
hectic,1
as,1
lately,1
it,4
is,3
almost,1
even,1
hard,1
to,8
imagine,1
ve,1
going,2
through,1
some,1
that,6
m,4
finally,1
coming,1
terms,1
with,2
and,8
being,1
able,1
accept,1
make,1
best,1
last,2
thing,1
has,3
on,3
my,7
mind,1
this,3
website,1
unfortunately,1
are,6
starting,1
look,1
better,1
dare,1
say,1
hopefully,1
can,2
continue,1
habit,1
once,1
had,1
keep,1
posting,2
here,3
wish,1
could,1
just,3
vent,1
let,1
guys,2
know,1
what,2
s,1
its,1
private,1
trust,1
would,1
tell,1
if,1
thought,2
there,1
was,1
a,2
way,1
sally,1
great,1
sure,1
immediately,1
thinking,1
no,1
we,3
not,2
broken,1
up,1
she,1
still,3
lives,1
together,1
most,1
importantly,1
happy,1
guess,1
problems,2
having,2
lot,1
reality,1
checks,1
realizing,1
where,1
want,1
be,3
in,2
life,1
mortgage,1
business,1
process,1
now,2
trying,1
do,1
something,1
change,1
work,1
accommodate,1
lifestyle,1
will,1
shortly,1
when,1
start,1
school,1
basically,1
world,1
stressful,1
head,1
site,1
hope,1
more,1
