,frequency
today,1
was,6
hell,1
in,2
the,16
wake,1
of,8
our,1
Wednesday,1
night,2
just,3
when,5
things,2
started,1
to,12
feel,1
normal,1
again,2
with,1
lack,1
sleep,1
and,22
over,1
whelming,1
frustration,1
changes,1
happening,1
between,1
her,1
i,21
went,2
shit,3
we,3
fought,1
bed,1
woke,1
up,1
here,1
are,3
ended,1
begged,1
pleaded,1
all,3
day,5
finished,1
doing,4
so,2
there,2
you,19
ready,1
hang,2
out,3
squash,2
entire,1
episode,1
like,6
this,4
is,2
a,3
fucking,3
game,1
heard,2
me,10
earlier,1
on,2
phone,2
ya,2
know,4
how,2
upset,1
making,1
what,7
capable,2
yet,3
one,5
thing,3
different,1
evening,1
ALL,1
early,1
treated,2
total,1
acted,2
as,1
though,1
going,1
through,1
didn,2
t,4
matter,2
too,1
gave,2
two,1
shits,1
about,4
felt,2
only,1
wanted,1
hardly,1
time,2
other,2
than,1
answering,1
your,4
did,1
notice,1
tonight,1
that,7
will,1
help,1
future,1
moment,1
came,1
reality,1
nothing,1
could,1
do,1
am,1
sick,1
tired,1
bonnie,2
clyde,2
against,1
world,1
next,1
shooting,1
each,1
calmed,2
down,2
phase,1
minute,1
called,1
wasn,1
emotional,1
it,2
anymore,1
then,1
were,1
able,1
stupid,1
bullshit,1
actually,1
treat,1
another,1
humans,1
wait,1
note,1
don,1
get,2
human,1
believe,1
if,1
talked,2
way,1
talk,2
everytime,1
mad,2
ONCE,1
would,1
leave,1
but,2
dont,1
stick,1
around,2
cant,1
blame,1
single,1
soul,1
myself,1
hits,1
rock,1
bottom,1
because,2
see,2
stand,1
take,1
have,1
no,1
WONT,1
go,1
away,1
hope,1
