,frequency
they,6
say,1
you,15
can,2
not,4
help,1
how,1
feel,2
and,9
i,26
m,4
here,1
to,14
testify,1
that,7
this,5
is,5
the,22
truth,1
its,2
impossible,1
if,2
it,10
were,4
divorce,1
rates,1
would,3
be,1
on,5
a,8
stead,1
decline,1
by,1
now,3
note,2
am,1
superman,1
human,1
bleed,1
suffer,1
breathe,1
all,4
know,4
who,2
talking,3
about,2
in,9
poem,2
but,1
try,1
look,2
past,1
focus,1
what,1
writing,1
think,2
majority,1
of,7
guys,1
will,2
enjoy,1
ll,2
turn,1
comments,1
for,7
let,2
me,2
your,6
thoughts,2
as,6
long,1
are,5
constructive,1
continue,1
mine,2
smell,2
skin,1
still,2
tainted,1
my,7
mind,1
warmth,1
body,1
at,1
night,1
knowing,2
passion,3
our,2
actions,1
we,4
kissed,1
away,1
days,1
sleepless,1
nights,1
lay,1
awake,1
pray,1
hand,2
upon,1
leg,1
drive,1
into,1
stars,1
beyond,1
physical,1
touch,1
went,1
so,3
far,1
chasing,1
room,1
just,3
throw,1
down,2
sitting,1
top,1
staring,1
making,1
sound,1
eyes,1
mouths,1
emotions,1
pure,1
pour,1
right,1
out,1
bath,1
together,1
could,1
hair,1
taking,1
granted,2
there,2
small,3
things,3
have,1
grown,1
miss,5
simple,1
taken,1
like,1
kiss,1
feet,1
cold,1
enough,2
freeze,1
sun,1
cause,1
storm,1
yet,1
everynight,1
knew,1
was,2
job,1
keep,1
them,1
warm,1
no,1
insecurities,1
or,2
doubts,1
head,1
cared,1
ahead,1
dependence,2
put,1
become,1
man,1
had,1
hold,1
romance,1
comfort,1
love,2
way,1
hug,1
everything,1
life,1
being,1
more,1
because,2
goodnights,1
yous,1
true,1
these,3
secrets,1
heart,1
hide,1
feelings,1
im,1
left,1
dealing,1
with,1
inside,1
cure,1
deep,1
ever,1
find,1
again,1
lost,1
answer,1
email,1
title,1
message,1
bottle,1
perfect,1
wrote,1
threw,1
ocean,1
going,1
see,1
reads,1
thanks,1
though,1
