,frequency
honesty,1
it,11
is,10
something,1
that,11
i,28
m,4
learning,1
for,6
in,3
the,17
past,1
would,2
have,2
been,2
afraid,1
of,10
sarah,4
s,3
reaction,3
to,12
truth,3
but,8
now,2
speak,1
nothing,1
and,13
at,6
first,1
understanding,1
support,1
long,1
term,1
her,5
disappearing,1
out,4
my,6
life,1
do,2
regret,1
telling,1
not,5
all,2
you,2
see,2
always,1
best,2
policy,1
reward,1
often,1
so,6
much,1
more,3
than,2
expect,1
yes,1
sucks,2
she,3
does,1
want,2
me,7
or,2
hang,1
with,7
because,2
least,1
knows,1
was,10
real,1
we,3
aren,1
t,3
ending,2
any,1
odd,1
reason,1
which,1
couldn,1
understand,2
comprehend,1
are,1
everything,2
put,1
open,1
feelings,1
simple,1
miss,1
though,1
shrugs,1
its,2
think,3
just,2
considered,1
rambling,1
anyways,1
today,2
pretty,1
lame,1
as,1
typing,1
this,4
capone,2
laying,1
on,3
bed,1
making,1
funny,3
noises,1
looking,1
wanting,1
go,1
sleep,1
fuck,1
love,1
him,1
stayed,1
home,2
most,1
day,2
OH,1
WAIT,1
somepoint,1
afternoon,1
went,3
outside,2
a,6
cigarette,1
neighbors,1
across,1
street,1
were,1
fist,1
fight,1
wish,1
had,3
camera,1
shit,3
barking,1
them,1
trying,1
play,1
cop,1
dog,1
haha,1
back,3
chilled,1
around,2
9ish,1
techno,1
festival,1
danced,1
quite,1
bit,2
fun,1
got,1
from,1
glass,1
ice,1
tea,1
then,2
kelly,1
apartment,1
watched,2
ghost,1
ship,1
an,1
alright,1
flick,1
anything,2
ever,1
watch,1
again,1
glad,1
one,1
those,1
things,2
feeling,1
better,2
about,1
honestly,1
having,2
well,2
concept,1
cloud,3
over,1
shadowed,1
friendship,2
putting,1
stress,1
doing,1
good,1
your,1
thinking,1
what,1
being,2
friends,1
tad,1
there,1
way,1
helping,1
cope,1
wasn,1
ready,1
other,1
know,1
can,1
without,1
constant,1
reminder,1
negetive,1
going,1
pick,1
myself,1
up,1
continue,1
journey,1
keep,1
writing,1
story,1
goodnight,1
after,1
posted,1
tonight,1
come,1
post,1
picture,1
seen,1
laughed,1
if,1
makes,1
anyone,1
else,1
laugh,1
worth,1
posting,1
enjoy,1
