,frequency
its,1
10,1
17,1
pm,1
and,3
i,14
m,4
sitting,1
here,2
with,1
capone,2
lots,1
of,1
invites,1
out,1
tonight,3
but,2
really,1
felt,1
the,5
need,1
to,6
just,2
relax,1
my,2
body,1
feels,1
so,2
exhausted,1
which,1
is,1
odd,1
eat,1
better,1
now,2
than,1
have,1
in,2
past,1
year,1
yesterday,1
for,1
example,1
sarah,2
grilled,3
me,4
some,3
ribs,1
day,2
before,2
that,2
she,3
chicken,1
cabobs,1
steak,1
as,1
write,1
this,2
wiping,1
away,1
juice,1
from,1
a,3
fruit,1
cocktail,1
made,1
after,1
an,1
extreme,1
grocery,1
purchase,1
at,2
meijers,1
often,1
think,2
myself,2
sally,1
would,1
be,3
happy,1
see,2
how,2
living,2
opposed,1
was,2
while,1
we,1
were,1
together,1
then,1
wouldn,1
t,1
way,1
if,1
d,1
too,1
focused,1
on,3
other,1
things,1
not,2
doing,1
anything,1
all,1
no,5
club,1
bar,1
drinking,1
nothing,1
homie,1
chillin,1
about,1
turn,1
tv,1
whats,1
probably,1
fall,1
into,1
deeeeep,1
sleep,1
blah,3
im,1
good,1
mood,1
fucking,1
goodnight,1
