,frequency
tonight,2
was,5
the,17
first,1
night,5
i,11
have,8
actually,1
went,3
out,3
and,10
had,2
a,8
good,2
time,2
without,1
thinking,1
of,4
all,2
drama,1
that,9
has,1
been,1
surrounding,1
my,2
life,1
lately,1
buddy,1
mike,1
started,1
our,2
by,2
going,1
seeing,1
day,1
after,2
movie,2
alright,1
we,5
followed,1
up,2
hitting,1
peppi,1
s,1
sports,1
bar,1
few,3
drinks,1
he,1
sang,1
songs,1
rejected,1
chicks,1
then,1
continued,1
on,2
with,1
wonderful,1
didn,2
t,3
realize,1
until,1
way,1
home,1
think,1
about,1
this,1
bullshit,1
once,1
now,2
is,2
progress,1
let,1
me,1
tell,1
you,9
so,3
m,3
sitting,1
here,1
drunk,3
fixing,1
to,9
goto,1
bed,1
because,1
it,2
an,2
early,1
morning,2
go,1
work,3
do,2
responsible,1
thing,1
ya,1
know,1
some,2
people,2
for,3
what,1
they,1
want,1
those,1
don,1
yes,1
jealous,1
but,1
at,2
same,1
also,1
something,3
guys,1
lack,1
its,1
called,1
pride,2
will,2
swear,1
things,2
are,2
given,1
which,2
probably,1
bit,2
in,3
handed,1
too,1
5,1
years,1
down,1
line,1
compare,1
your,2
feeling,2
when,1
get,2
own,1
Yes,1
stab,1
anywho,1
So,1
last,1
Mike,1
I,1
together,1
his,1
frat,1
buddies,1
house,1
watched,1
pistons,2
game,2
just,1
unfuckingbelievable,1
shortly,1
decided,1
were,1
mood,1
celebrate,1
tonic,1
got,1
drank,1
danced,1
chatted,1
overall,1
pretty,1
fucking,1
okay,1
like,1
guy,1
am,1
goodnight,1
