,frequency
dear,1
monday,2
i,19
hate,1
you,7
always,1
have,3
but,3
need,2
and,19
never,1
it,6
s,1
here,1
we,6
are,4
again,1
a,9
new,2
week,1
that,9
no,1
one,1
wants,1
to,11
experince,1
m,5
at,3
work,3
after,1
tearing,1
myself,1
apart,1
from,2
sally,2
this,6
morning,1
who,2
only,3
wanted,1
me,5
be,3
there,2
with,4
her,3
not,1
leave,1
she,2
sat,1
by,3
the,12
window,1
as,1
was,3
leaving,1
made,1
feel,1
bad,1
cute,1
then,2
had,1
convince,1
money,3
don,1
t,3
make,4
watching,2
put,2
on,4
up,1
wish,1
did,1
well,1
doesn,1
so,2
now,1
still,2
waiting,1
my,2
mom,1
get,2
some,1
paper,1
weekend,1
just,1
chilled,1
begining,1
friday,1
night,6
an,3
early,2
both,1
fell,2
alsleep,2
rather,1
worked,1
all,1
saturday,2
got,1
really,2
intoxicated,1
can,3
recall,1
much,1
of,5
because,1
is,3
how,1
drunk,1
were,1
sunday,1
laid,1
together,2
couch,1
watched,1
documentary,1
tupac,1
biggie,1
oscars,1
haha,1
anywhoooooo,1
last,1
decided,1
going,1
start,1
corporation,1
like,1
online,2
mortgage,1
loan,4
officer,1
in,4
works,2
being,1
planned,1
cordinated,1
hopefully,1
next,1
few,1
weeks,1
able,3
compile,1
enough,1
resources,1
information,1
order,1
could,1
more,1
providing,1
central,1
location,1
where,1
people,1
go,1
fill,1
out,2
application,3
recieve,1
user,1
name,1
password,1
they,1
login,1
any,3
time,2
check,1
status,1
pending,1
additionally,1
change,1
happens,1
their,1
system,1
will,3
email,1
them,1
client,1
aware,1
changes,1
am,1
learning,1
advertising,1
such,1
complicated,1
yet,1
simple,1
task,1
advertise,1
gambling,1
putting,1
lot,1
assets,1
into,1
marketing,1
campaign,1
hope,2
faith,1
profitable,1
return,1
sigh,1
for,1
guess,1
guys,1
come,1
along,1
journey,1
starting,1
getting,1
off,1
ground,1
oh,1
yea,1
if,1
hints,1
or,1
advice,1
share,1
too,1
peace,1
