,frequency
today,3
was,2
alright,1
didn,1
t,1
really,1
do,1
much,1
went,4
to,8
a,2
soft,1
ball,1
game,1
tonight,1
with,2
sarah,2
and,7
mike,1
we,3
drank,2
few,1
beers,1
then,1
the,8
bar,1
team,1
celebrate,1
their,1
first,1
victory,1
ate,1
pizza,1
beer,1
dropped,2
off,2
came,2
home,2
too,1
let,1
capone,1
out,1
grab,1
some,2
goodz,1
left,1
from,1
here,1
jessicas,1
picked,1
her,2
up,1
smoked,1
back,3
house,1
chilled,1
watched,1
Ice,1
Age,1
animated,1
flick,1
got,1
3,1
4ers,1
of,2
way,2
through,1
movie,1
she,1
had,2
go,1
SO,1
ALLLLLL,1
8,1
mile,1
dequinder,1
now,1
i,1
m,1
just,1
getting,1
thats,1
fucking,1
it,1
fun,1
but,1
on,1
big,1
scale,1
life,1
lame,1
looking,1
forward,1
weekend,1
peace,1
