,frequency
capone,1
shit,2
cleaned,1
up,1
capones,1
went,1
to,9
techno,1
fest,1
added,2
new,2
pictures,2
my,3
started,1
writing,1
a,5
book,1
more,1
details,1
later,1
danced,1
lot,1
tonight,1
kelly,1
and,4
jessica,1
stopped,1
over,1
for,2
bit,1
talking,1
lynn,1
right,1
now,2
feature,1
site,2
i,3
can,1
call,1
phone,2
number,1
from,1
record,1
message,1
it,1
will,1
post,2
here,1
the,1
you,2
guys,1
listen,1
too,1
when,1
m,1
not,1
able,1
find,1
internet,1
access,1
want,1
so,1
sometimes,1
ll,1
get,1
voice,1
opposed,1
this,1
Example,1
urlLink,1
