,frequency
so,3
have,2
you,3
guys,1
been,2
paying,1
any,1
attention,1
to,8
the,11
democratic,1
national,1
convention,4
i,8
m,5
sure,1
ve,2
seen,1
bits,1
and,6
pieces,1
on,4
news,1
since,1
this,5
is,11
my,4
journal,1
not,2
political,2
oriented,1
going,3
rant,1
rave,1
about,4
or,1
views,1
nothing,1
like,1
that,11
simply,1
post,1
an,2
over,1
view,1
of,9
trends,1
noticing,1
one,1
thing,1
interesting,1
election,1
blogging,2
actually,1
becoming,1
a,8
voice,1
web,1
at,3
years,1
DNC,2
there,1
whole,1
slew,1
bloggers,2
were,1
invited,1
come,2
document,1
as,3
part,1
press,1
amazing,1
here,1
picture,1
them,1
setup,1
something,1
new,2
has,1
never,1
done,1
before,1
its,1
if,1
we,2
are,1
begining,1
impact,1
just,1
powerful,2
journalist,1
types,1
their,1
opinion,1
in,2
columns,1
worlds,1
most,1
newspapers,1
moving,1
although,1
blog,3
more,1
personal,1
than,1
those,1
know,2
me,1
am,1
very,1
passionate,1
beliefs,1
feelings,1
politics,1
added,1
some,1
links,2
right,1
hand,1
side,1
reading,1
every,1
day,1
keep,1
touch,1
with,1
whats,1
don,1
t,1
see,1
through,1
tube,1
also,1
was,1
able,1
find,1
good,1
article,1
full,1
information,1
urlLink,1
from,1
boston,1
everyone,1
excited,1
for,1
president,1
prepare,1
