,frequency
today,1
was,4
cool,1
i,27
woke,2
up,4
this,2
morning,1
9,1
30,2
and,20
got,3
dressed,1
just,2
then,5
decided,1
that,3
salleh,1
looked,1
cold,1
so,6
laid,1
back,2
in,5
bed,3
with,5
her,9
to,12
keep,1
warm,1
for,4
a,11
few,1
more,1
minutes,1
fast,1
forward,2
12,1
second,1
time,2
undressed,1
took,1
shower,1
as,1
leaving,1
sally,2
muttered,1
what,3
about,2
mcdonalds,1
sleepy,1
voice,1
still,1
sleeping,1
she,7
wanted,2
some,2
breakfast,1
or,2
lunch,1
left,2
here,2
went,6
us,2
grub,1
when,1
we,2
ate,2
together,1
work,3
stayed,1
home,3
at,2
4,1
blah,1
thats,1
done,1
now,2
my,2
boy,1
kewons,1
house,2
hooked,1
computer,1
saw,1
his,1
pitbulls,1
after,2
all,2
of,6
drove,1
on,2
the,6
way,1
called,1
me,4
come,1
there,2
see,3
did,1
had,1
smoke,1
chicken,1
dinner,1
smoked,1
cigerette,3
backroom,1
where,2
said,1
if,1
get,1
caught,1
m,4
getting,2
fired,1
heh,1
will,2
do,1
hahah,1
d,1
like,2
think,2
it,2
because,1
but,1
needed,1
P,1
anywho,1
out,1
bought,1
8,1
things,1
red,1
bull,1
5th,1
vodka,1
are,2
going,3
drink,1
play,1
match,1
first,1
minute,1
have,1
our,1
alone,1
night,4
looking,1
can,1
make,1
each,1
other,1
laugh,1
giggle,1
by,1
end,1
those,1
intoxicants,1
inside,1
be,2
least,1
trying,1
defintly,1
could,1
good,1
from,1
far,1
totally,1
excited,1
okay,1
is,1
haha,1
complaining,1
pop,1
carried,1
shirt,1
UNTIL,1
NEXT,1
TIME,1
PEACE,1
