,frequency
for,4
the,8
first,3
time,2
in,8
forever,1
i,20
forgot,2
my,11
phone,6
car,4
this,3
is,8
normal,1
as,4
m,3
sure,1
that,4
many,1
of,4
you,2
reading,1
have,2
done,1
well,2
it,5
abnormal,1
me,3
though,1
ever,1
since,1
bullshit,1
plugged,1
and,7
charges,1
same,1
room,1
am,2
while,1
sleeping,1
last,2
night,3
which,2
suppose,2
shows,1
progress,3
mean,1
before,2
d,1
get,1
dressed,1
up,3
to,5
go,2
back,1
outside,2
grab,1
goto,1
bed,1
but,1
not,1
a,7
thought,1
head,1
about,2
so,2
if,2
any,1
type,1
measure,1
its,1
good,1
steady,1
incline,1
overall,1
right,1
there,2
were,1
few,1
firsts,1
everything,3
today,1
when,1
woke,1
thing,1
did,1
was,4
LOOK,1
said,1
out,1
grabbed,1
cigerette,1
walked,1
someone,1
called,1
5,2
private,1
name,1
very,1
strong,1
feeling,1
who,1
irony,1
leave,1
she,1
decides,1
call,1
isn,1
t,2
sign,1
anyways,1
hope,2
fine,1
with,1
okay,1
remember,1
what,1
calls,1
are,1
your,1
alright,1
drama,1
free,1
sorry,1
didn,1
pick,1
none,1
less,1
nothing,1
else,1
post,1
goodnight,1
