,frequency
so,7
the,8
pistons,1
take,1
on,3
lakers,1
this,4
sunday,2
for,2
nba,1
championship,1
should,1
be,2
some,1
what,1
interesting,1
right,2
today,2
was,3
kind,1
of,8
boring,3
basicly,1
did,3
a,8
whole,1
lot,2
nothing,1
after,1
my,8
morning,1
fiascos,1
i,15
came,2
home,3
few,1
minutes,1
then,1
shot,1
straight,1
back,6
up,4
north,2
to,12
see,1
sally,1
heh,4
50,3
miles,3
one,1
day,2
and,10
recently,1
m,2
finding,1
myself,1
doing,1
that,6
trip,1
twice,1
three,1
times,1
wow,1
gas,1
anyways,1
we,3
met,1
at,3
mcdonalds,1
from,2
there,3
basically,2
just,4
went,3
too,2
best,1
buy,1
left,1
thats,1
about,2
it,3
would,1
like,2
give,1
more,1
details,1
but,1
have,1
respect,1
her,1
privacy,1
way,2
got,2
really,2
pissed,1
off,2
thought,2
driving,1
another,2
an,1
empty,1
apartment,2
mean,1
spend,1
majority,1
time,1
here,1
alone,1
its,3
point,1
now,1
can,1
t,2
stand,1
puts,1
anger,1
in,3
me,3
as,2
typing,1
capone,1
his,1
cage,1
sleep,1
decided,2
going,1
try,1
get,1
hold,1
buddy,1
out,1
army,1
last,1
hadn,1
seen,1
him,2
he,3
down,1
with,1
catching,1
none,1
less,1
drove,1
drop,1
tell,1
had,1
car,1
our,1
funny,1
realize,1
days,1
are,1
thoughts,1
emotions,1
how,1
think,1
seems,1
compelling,1
yet,1
find,1
hard,1
actually,1
write,1
those,1
public,1
enviroment,1
such,1
sigh,1
okay,1
goodnight,1
