,frequency
we,3
finally,1
came,1
to,12
the,4
official,1
end,3
of,5
our,3
legacy,1
i,19
m,6
sad,1
but,2
spirited,1
sulking,1
joyful,2
it,1
was,2
that,3
time,1
couldn,1
t,2
go,1
on,3
anymore,1
struggling,1
stay,2
happy,1
having,1
hide,1
under,1
radar,1
from,1
families,1
every,1
good,2
thing,1
has,1
its,1
and,5
tonight,1
ended,1
as,3
best,1
could,1
be,1
expected,1
with,1
a,5
hug,1
luck,1
do,3
see,1
anything,2
in,4
future,2
for,3
her,6
don,1
know,1
made,1
up,1
my,5
mind,1
few,1
weeks,1
ago,1
trying,1
not,1
think,2
at,1
all,2
because,1
when,2
this,2
hurts,1
more,3
miss,1
love,2
ll,1
always,3
care,1
about,1
she,3
will,1
remain,1
special,1
heart,1
can,2
call,1
me,1
needs,1
too,1
so,2
tomorrow,1
start,2
new,1
journey,1
one,1
which,1
excited,1
yet,1
scared,1
death,1
going,3
simple,1
1,2
year,1
plan,1
goes,1
follows,1
job,1
security,2
2,1
finance,1
3,1
family,1
4,1
friends,1
5,1
relationship,1
take,1
couple,1
months,2
off,1
girls,1
general,1
way,1
focus,1
myself,1
something,1
need,1
no,2
booty,1
steve,1
come,1
really,1
changing,1
life,1
change,1
starts,1
now,1
right,1
minute,1
bed,1
early,1
goodnight,1
