,frequency
im,3
a,6
pretty,1
cool,1
guy,1
with,2
whole,2
lot,1
too,1
hide,2
but,3
its,2
hard,1
to,8
get,1
it,2
out,3
cause,1
i,7
got,1
lota,1
pride,1
thats,1
the,7
defense,1
that,2
attacks,1
you,5
when,1
try,1
peep,1
my,9
mind,4
not,3
an,1
apple,1
pie,1
sin,1
all,1
time,4
whether,1
m,1
innocent,1
or,2
guilty,1
of,2
crime,1
is,3
on,2
constant,1
rewind,1
heart,1
spews,1
nasty,1
slime,1
through,1
turning,1
words,1
rhyme,1
just,2
ball,1
face,1
lie,2
never,1
bad,1
intentions,1
dont,2
like,1
see,1
cry,2
and,5
easier,1
inside,1
then,2
hang,1
laundry,1
dry,1
defeat,1
own,1
purpose,1
make,1
cant,1
even,1
answer,1
question,1
why,1
this,2
wont,1
go,1
away,1
in,2
any,1
near,1
only,1
thing,2
can,2
do,1
figure,1
before,1
disappear,1
as,1
if,1
went,1
blind,1
worst,1
enemy,1
war,1
making,1
switch,1
life,1
turn,1
sirens,1
into,1
chimes,1
start,1
focusing,1
dollars,1
pinching,1
dimes,1
everyone,1
hate,1
me,1
while,1
take,1
forget,1
one,1
remains,1
mine,1
