,frequency
so,4
far,1
today,1
has,1
been,2
quite,1
interesting,1
i,17
arrived,1
at,1
work,2
to,7
find,1
that,4
one,1
of,5
my,7
loans,1
was,1
ready,1
be,3
processed,1
and,10
closed,1
which,1
means,1
lots,1
money,1
coming,1
way,3
real,1
quick,1
then,2
got,1
paid,1
for,3
another,1
deal,1
sally,1
came,1
down,1
office,1
we,1
went,1
the,8
bank,1
together,1
deposit,1
check,1
into,1
our,1
account,1
she,1
just,2
now,1
left,1
from,1
here,3
is,2
working,1
majority,1
evening,1
most,1
likely,1
think,2
m,5
gonna,3
head,1
home,1
in,2
a,2
bit,1
possibly,1
go,2
tanning,2
on,5
back,1
hmmmm,1
ya,1
know,1
fuck,4
it,3
have,6
steve,1
time,1
ahead,1
do,1
shit,1
things,1
really,1
stressful,1
lately,1
not,2
sure,1
why,1
but,3
words,1
eminem,1
sometimes,3
feels,1
like,2
worlds,1
shoulders,1
everyones,1
leaning,1
me,2
pull,1
through,1
victorious,1
though,1
mean,1
don,1
t,2
choice,1
people,1
are,2
depending,1
too,1
life,1
seems,1
would,1
much,1
easier,2
with,1
out,3
any,1
obligations,4
except,1
myself,1
realize,1
always,1
better,2
when,1
you,2
they,1
make,1
achieve,1
more,1
wouldn,1
trade,1
nothing,1
human,1
alive,1
love,1
em,1
both,1
heh,1
peanut,1
salleh,1
well,1
get,2
salon,1
before,1
traffic,1
gets,1
crazy,1
peace,1
