,frequency
i,7
m,4
packing,1
the,5
apartment,3
plan,1
to,9
move,2
out,3
tomorrow,1
well,1
at,1
least,1
my,5
belongings,1
parents,1
house,2
hopefully,1
and,1
then,1
set,1
find,1
a,3
place,1
live,2
being,2
here,2
so,3
far,1
away,1
from,1
everything,1
in,1
world,1
that,1
matters,1
me,1
mean,1
only,2
reason,1
was,2
convinence,1
sal,1
going,3
back,1
up,1
north,1
be,1
near,1
job,1
family,1
friends,1
not,2
quite,1
sure,1
where,1
right,2
now,2
suppose,1
an,1
is,2
of,1
question,1
with,1
capone,1
sidekick,1
too,1
many,1
complexes,1
are,1
allow,1
german,1
shepard,1
definitly,1
option,1
sigh,1
sorry,1
for,1
bad,1
picture,1
camera,1
phone,1
gotta,1
love,1
them,1
okay,1
thats,1
it,1
goodnight,1
