,frequency
its,1
saturday,1
night,3
sally,1
and,7
i,3
are,1
getting,2
ready,1
to,7
go,3
over,1
shawns,1
house,3
drink,1
play,1
pool,1
more,1
less,2
get,2
intoxicated,1
again,1
begining,1
feel,1
like,1
an,2
alchoholic,1
none,1
the,5
last,1
we,6
went,1
down,1
too,1
ypsi,1
partied,1
with,1
sallys,1
sister,1
stephy,1
hmmm,1
it,2
was,1
a,2
really,1
good,1
time,1
ended,1
up,2
going,2
her,1
frat,1
friends,1
party,1
pretty,1
drunk,1
heh,3
then,2
when,1
woke,1
this,1
morning,1
stayed,1
out,2
there,1
after,1
fact,1
decided,1
that,3
would,1
my,1
buddy,1
kewons,1
look,1
at,1
his,1
pit,1
puppy,1
he,3
wants,1
sell,2
me,2
is,1
beautiful,1
offered,1
condo,1
owns,1
blah,1
been,1
interesting,1
day,1
so,1
yeah,1
think,1
m,1
gonna,1
now,1
btw,1
posted,1
pictures,3
of,1
florida,2
just,1
haven,1
t,1
added,1
them,2
page,1
check,1
right,1
here,1
urlLink,1
