,frequency
We,1
don,4
t,6
live,2
in,4
the,16
world,2
of,9
reality,2
we,2
how,1
perceive,1
Bryan,1
Singer,1
director,1
The,1
Usual,1
Suspects,1
today,1
was,1
interesting,1
i,18
really,1
know,3
what,6
too,1
say,1
about,1
it,7
woke,1
up,1
feeling,4
good,1
considering,1
did,1
to,10
my,2
body,1
night,2
before,2
with,5
drinking,2
sally,2
on,4
other,1
hand,1
hardly,1
could,1
pull,1
herself,1
out,2
bed,1
anywho,1
majority,1
day,1
spent,1
laying,1
couch,1
pretty,1
much,2
telling,1
one,2
another,1
our,1
hopes,1
dreams,1
and,4
regret,1
for,2
as,1
so,5
fuck,1
m,6
wierd,1
sigh,1
even,3
where,2
start,1
happens,2
when,2
you,2
cherish,1
something,3
special,6
is,3
only,1
because,2
unique,2
mean,1
that,7
makes,2
begin,1
see,1
vision,1
quality,3
person,4
changing,1
beyond,1
your,3
control,1
has,1
several,1
different,1
qualities,1
which,1
make,1
them,1
but,3
this,3
almost,1
defies,1
heart,2
possibly,1
a,3
opens,1
door,1
blah,6
going,2
or,3
if,3
wanna,1
go,1
none,1
less,1
boils,1
down,2
fact,1
no,1
matter,1
why,2
sense,1
me,2
can,2
react,1
based,1
selfish,3
reasons,1
sometimes,1
just,1
want,1
feel,2
like,1
worth,2
piece,1
sacrafice,2
ultimate,1
would,1
lay,1
ever,1
questioning,1
thing,1
think,1
being,1
little,1
way,1
its,2
self,1
now,1
