,frequency
each,3
day,3
wait,1
let,2
me,3
rephrase,1
passing,1
hour,2
seems,1
to,23
be,7
its,3
own,2
struggle,1
i,32
m,10
not,4
sure,3
how,1
am,2
going,2
deal,3
with,13
another,1
26,2
more,2
days,3
but,3
one,2
thing,5
is,12
for,4
certain,1
gonna,1
it,3
there,1
no,3
way,1
anything,1
happen,2
in,8
the,22
next,1
that,12
would,5
make,4
this,9
separation,1
any,2
longer,1
than,1
a,3
month,4
only,3
can,4
seem,2
do,4
better,2
myself,3
and,15
every,2
find,3
waking,1
up,1
wondering,1
what,3
or,2
sally,4
proud,1
of,11
im,1
sick,1
sitting,1
on,3
couch,1
bitching,1
about,2
my,11
problems,2
now,3
get,1
worse,1
reality,2
passion,1
motivation,2
other,1
half,1
living,1
hardly,1
being,2
present,1
life,5
by,1
mere,1
single,1
instant,1
message,1
couple,1
making,1
changes,1
so,1
at,1
end,1
things,2
just,7
comfortable,1
stable,1
love,1
crazy,1
eh,1
having,2
back,1
lash,1
all,5
honesty,1
dare,1
say,1
needed,1
well,2
don,2
t,2
think,1
did,1
know,2
doing,3
right,2
ve,1
wanted,1
several,1
months,1
never,1
could,1
time,2
always,1
wanting,1
whatever,1
made,1
her,6
happy,1
absence,1
able,2
accomplish,1
these,1
important,1
tasks,1
working,1
almost,1
positive,1
relationship,1
parents,2
she,5
trying,1
establish,1
established,1
they,1
are,2
giving,1
support,1
needs,1
ensure,1
goals,1
setting,1
out,1
complete,1
completed,1
guess,2
essence,1
we,1
re,1
both,1
same,1
yet,1
our,1
worlds,1
compared,1
college,1
wish,1
was,3
live,2
simple,1
where,1
take,1
care,1
majority,1
bills,1
responsible,1
basically,1
perform,1
school,2
go,1
leave,1
finances,1
mom,1
dad,1
outstanding,1
actually,1
perfect,1
then,1
flipside,1
if,1
were,1
ever,1
loose,1
value,1
most,1
thats,1
freedom,1
want,1
decisions,1
without,1
discuss,1
them,1
anyone,1
whole,1
strings,1
attached,1
approach,1
has,1
ups,1
downs,1
sigh,1
struggling,1
gravity,1
totally,1
world,1
fairy,1
tale,1
too,1
good,2
true,2
minute,1
week,1
god,1
miss,1
goodnight,1
urlLink,1
