,word,lemma
0,urlLink,urllink
1,Volunteer,volunt
2,Gateway,gateway
3,Alachua,alachua
4,County,counti
5,My,My
6,Opportunities,opportun
7,1,1
8,Newsletter,newslett
9,No,No
10,More,more
11,Homeless,homeless
12,Pets,pet
13,Coalition,coalit
14,2,2
15,POWERPOINT,powerpoint
16,Child,child
17,Protection,protect
18,Team,team
19,University,univers
20,Florida,florida
21,3,3
22,WEBSITE,websit
23,4,4
24,Website,websit
25,designer,design
26,Wildlife,wildlif
27,Care,care
28,Inc,inc
29,5,5
30,Oral,oral
31,History,histori
32,Interviewer,interview
33,Historic,histor
34,Trust,trust
35,Matheson,matheson
36,Museum,museum
37,6,6
38,one,one
39,visits,visit
40,North,north
41,Rehab,rehab
42,Specialty,specialti
43,Center,center
44,7,7
45,Companion,companion
46,Easter,easter
47,Seals,seal
48,Altrusa,altrusa
49,House,hous
50,Of,Of
51,Gainesville,gainesvil
52,8,8
53,Program,program
54,Assistant,assist
