,frequency
Sadly,1
right,1
before,1
my,2
switch,1
over,1
i,3
as,2
well,1
suffered,1
from,1
the,7
delussion,1
that,1
I,1
could,1
urlLink,1
turn,1
PC,1
into,1
a,1
Mac,1
As,1
expression,1
goes,1
interface,1
is,1
just,1
skin,1
deep,1
You,1
don,1
t,2
get,1
true,1
OS,1
X,1
experience,1
Well,1
perhaps,1
you,1
can,1
now,1
when,1
did,1
this,2
it,1
was,2
3,1
years,1
ago,1
and,2
software,1
on,1
market,1
to,2
do,1
these,1
things,1
new,1
buggy,1
Still,1
interesting,1
see,1
wonder,1
what,1
psychological,1
aspects,1
of,1
all,1
are,1
Perhaps,1
there,1
aren,1
any,1
haha,1
