,frequency
It,1
s,1
days,1
like,1
today,1
that,3
i,3
m,3
still,1
amazed,2
by,1
Apple,2
Computers,1
There,1
is,1
all,1
this,1
press,1
about,1
a,5
few,1
pictures,1
of,1
new,1
upgraded,2
g5,2
have,1
been,1
leaked,1
or,1
photoshoped,1
Whatever,1
the,3
case,1
may,1
be,2
Then,1
they,2
release,1
urlLink,4
AirPort,1
Express,1
I,2
think,1
several,1
times,1
more,1
amazing,1
then,2
an,1
G5,1
will,1
ever,1
mean,1
looking,1
forward,1
to,2
bump,1
since,1
in,1
market,1
for,1
mid,2
range,2
and,2
screen,1
The,1
fact,1
made,1
complete,1
base,1
station,1
alittle,1
larger,1
there,1
current,1
powerbricks,1
AND,1
added,1
features,1
it,2
just,1
blows,1
me,2
away,1
Keep,1
up,1
keep,1
