,frequency
A,1
gentleman,1
spends,1
the,9
better,1
part,1
of,2
his,3
life,2
documenting,1
how,2
much,1
does,1
it,1
cost,2
him,1
to,4
make,1
video,2
218,1
roughly,1
yet,1
when,2
he,4
investigates,1
music,1
that,1
wants,1
license,1
in,2
price,1
sky,1
rockets,1
urlLink,1
400,1
000,1
Though,1
i,4
must,1
admit,1
read,1
stories,1
like,1
this,2
have,1
ask,1
where,1
did,2
get,1
camera,1
and,1
tape,2
from,1
Also,1
edit,1
masterpiece,1
Last,1
time,1
checked,1
even,2
a,1
cheap,2
Camera,1
ran,1
about,1
200,1
for,1
an,2
extremely,1
low,1
end,1
You,1
easily,1
run,1
into,1
500,1
range,1
without,1
batting,1
eye,1
And,1
bulk,1
isn,1
t,1
What,1
ticks,1
me,1
off,1
is,1
ratio,1
not,1
exact,1
amounts,1
