,frequency
I,4
must,1
say,1
as,1
a,4
gamer,1
and,4
gadget,1
freak,1
i,5
m,1
very,1
saddened,1
by,1
the,6
lack,1
of,3
cool,3
stuff,2
that,2
America,1
has,2
compared,1
to,3
all,2
amazingly,1
mostly,1
useless,1
Japan,1
mean,2
can,2
finally,1
get,2
urlLink,3
Hello,1
Kitty,1
memory,1
card,1
for,2
PS2,2
Metal,1
Gear,1
Gamecube,1
Bundle,1
Pack,1
It,1
s,1
only,1
via,1
import,1
Come,1
on,1
guys,1
with,1
it,1
bring,1
us,1
limited,1
editions,1
Americans,1
are,1
RIPE,1
what,1
seems,1
like,1
Japanese,1
tradition,1
owning,1
multiple,1
copies,1
consoles,1
if,1
they,1
brought,1
gamecube,1
US,1
d,2
definitely,1
buy,2
second,1
one,1
soo,1
FFXI,1
special,1
edition,1
Oh,1
well,1
just,1
have,1
be,1
patient,1
vote,1
w,1
my,1
money,1
when,1
