,frequency
This,1
urlLink,1
blog,2
entry,1
is,2
a,2
perfect,1
example,1
of,1
why,2
i,5
and,3
feel,1
blogging,1
important,1
It,2
s,4
not,1
about,2
stating,1
something,1
as,3
fact,1
posting,1
commentary,2
on,1
the,3
world,1
around,1
us,1
quite,1
often,1
asking,1
for,2
feedback,1
from,1
community,1
I,2
know,1
in,2
past,2
blogs,1
ve,3
ran,1
asked,1
questions,1
many,1
times,1
posted,1
pure,1
think,1
it,3
just,1
new,1
idea,1
media,1
will,1
take,1
time,1
people,1
to,1
understand,1
exactly,1
WHY,1
different,1
forms,1
