,word,lemma
0,urlLink,urllink
1,A,A
2,Conspiracy,conspiraci
3,whatreallyhappened,whatreallyhappen
4,com,com
5,widely,wide
6,referenced,referenc
7,conspiracy,conspiraci
8,theorists,theorist
9,world,world
10,Yet,yet
11,website,websit
12,dedicated,dedic
13,exposing,expos
14,hidden,hidden
15,truths,truth
16,suspicious,suspici
17,lack,lack
18,information,inform
19,support,support
20,enterprise,enterpris
21,bottom,bottom
22,line,line
23,pseudo,pseudo
24,alternative,altern
25,media,media
26,outlets,outlet
27,set,set
28,Right,right
29,Wing,wing
30,effect,effect
31,classic,classic
32,CIA,cia
33,style,style
34,psyops,psyop
35,operations,oper
36,They,they
37,question,question
38,official,offici
39,story,stori
40,steer,steer
41,focus,focu
42,attention,attent
43,away,away
44,fascistic,fascist
45,political,polit
46,factions,faction
47,American,american
48,military,militari
49,corporate,corpor
50,complex,complex
51,onto,onto
52,suitable,suitabl
53,enemy,enemi
54,foreign,foreign
55,domestic,domest
