,word,lemma
0,My,My
1,high,high
2,school,school
3,graduating,graduat
4,class,class
5,450,450
6,students,student
7,Within,within
8,smaller,smaller
9,group,group
10,MSC,msc
11,Math,math
12,Science,scienc
13,Computers,comput
14,This,thi
15,elite,elit
16,geeks,geek
17,serious,seriou
18,issues,issu
19,could,could
20,whole,whole
21,site,site
22,us,us
23,one,one
24,thing,thing
25,common,common
26,Check,check
27,urlLink,urllink
28,image,imag
29,1998,1998
30,All,all
31,people,peopl
32,circled,circl
33,ended,end
34,going,go
35,UMich,umich
36,U,U
37,M,M
38,D,D
