,word,lemma
0,Don,don
1,laugh,laugh
2,It,It
3,feels,feel
4,weird,weird
5,I,I
6,longer,longer
7,urlLink,urllink
8,AOL,aol
9,account,account
10,Even,even
11,though,though
12,much,much
13,better,better
14,ways,way
15,connect,connect
16,past,past
17,two,two
18,years,year
19,think,think
20,LAN,lan
21,connected,connect
22,T1,T1
23,lack,lack
24,ability,abil
25,hop,hop
26,overwhelming,overwhelm
27,No,No
28,check,check
29,profiles,profil
30,friends,friend
31,wait,wait
32,guess,guess
33,ever,ever
34,used,use
35,need,need
36,borrow,borrow
37,someone,someon
38,every,everi
39,awhile,awhil
40,good,good
