,word,lemma
0,This,thi
1,one,one
2,I,I
3,seen,seen
4,You,you
5,love,love
6,The,the
7,Discovery,discoveri
8,Channel,channel
9,UFO,ufo
10,marathons,marathon
11,Witness,wit
12,dare,dare
13,FEMA,fema
14,approved,approv
15,urlLink,urllink
16,FIRE,fire
17,OFFICERS,offic
18,GUIDE,guid
19,TO,TO
20,DISASTER,disast
21,CONTROL,control
22,Chapter,chapter
23,13,13
24,Disaster,disast
25,Control,control
26,UFOs,ufo
27,Near,near
28,approaches,approach
29,harmful,harm
30,human,human
31,beings,be
32,Do,Do
33,stand,stand
34,hovering,hover
35,low,low
36,altitude,altitud
37,touch,touch
38,attempt,attempt
39,landed,land
40,In,In
41,either,either
42,case,case
43,safe,safe
44,thing,thing
45,get,get
46,away,away
47,quickly,quickli
48,let,let
49,military,militari
50,take,take
51,There,there
52,possibility,possibl
53,radiation,radiat
54,danger,danger
55,known,known
56,cases,case
57,persons,person
58,burned,burn
59,rays,ray
60,emanating,eman
61,Don,don
62,chances,chanc
