,frequency
Hello,1
BCNM40,1
runs,2
have,1
finally,1
ended,1
with,2
a,3
very,1
smooth,1
win,1
by,1
the,2
Static,1
Congrats,1
and,2
your,2
gils,1
are,1
already,1
in,2
boxes,1
due,1
to,1
quick,1
sell,1
of,1
Ni,1
Wednesday,1
will,3
hold,2
XPing,1
goodness,1
at,1
10pm,1
EDT,1
usual,1
Thursday,1
is,2
Off,2
Friday,1
Genkai,2
1,2
madness,2
as,1
we,2
head,1
out,1
for,1
our,1
last,1
mold,1
few,1
more,1
papers,1
Saturday,1
conclude,1
Explosure,1
bomb,1
coals,1
Sunday,1
Between,1
ll,1
keep,1
hunting,1
keys,1
Fei,1
Yin,1
See,1
you,1
there,1
