,frequency
Until,1
Genkai,2
1,2
is,1
done,1
Thanks,1
to,8
Shari,3
s,1
deft,1
handling,1
of,6
getting,1
the,8
alliance,2
going,1
on,3
Friday,2
Saturday,2
our,4
genkai,2
experience,1
was,2
only,3
mildly,1
horrible,2
instead,1
as,3
excruciatingly,1
it,2
could,1
have,1
been,1
On,2
starting,1
out,2
with,3
an,1
10,1
people,1
that,2
would,1
eventually,1
grow,1
12,1
and,4
then,1
shrink,1
back,1
five,1
night,2
went,1
we,4
managed,3
obtain,1
7,1
8,2
needed,1
Exoray,1
Molds,1
in,4
a,3
mere,2
5,1
hours,2
During,1
this,1
time,1
somehow,1
read,1
I,1
blame,1
everything,2
Dynastey,1
aggro,2
nearly,1
nest,1
at,1
least,1
once,1
case,1
Water,1
Elementals,1
two,1
or,1
three,1
times,1
turned,1
better,1
trek,1
Eldeime,1
Dyn,1
half,1
mobs,1
glacier,1
A,1
personal,1
best,1
Even,1
smaller,1
group,1
than,1
before,1
were,2
still,1
able,1
dispatch,1
anything,1
came,1
way,1
In,1
four,1
rewarded,1
4,1
papyrus,1
one,1
death,1
level,1
down,1
It,1
just,1
so,2
wasn,1
t,1
bad,1
The,1
next,1
outing,1
for,2
items,1
will,1
probably,1
be,1
posted,1
here,1
hopefully,1
by,1
If,1
not,1
check,1
urlLink,1
newly,1
created,1
forums,1
more,1
information,1
Arrr,1
P,1
