,word,stem
0,Outside,outsid
1,North,north
2,Ridge,ridg
3,Hospital,hospit
4,one,one
5,I,I
6,know,know
7,shortcuts,shortcut
8,sit,sit
9,waiting,wait
10,Triple,tripl
11,A,A
12,hand,hand
13,holding,hold
14,room,room
15,426,426
16,time,time
17,My,My
18,grandmother,grandmoth
19,rehydration,rehydr
20,This,thi
21,8,8
22,days,day
23,Today,today
24,far,far
25,hardest,hardest
26,decided,decid
27,reach,reach
28,across,across
29,hold,hold
30,bruised,bruis
31,swollen,swollen
32,arthritis,arthriti
33,gout,gout
34,really,realli
35,anymore,anymor
36,Years,year
37,sewing,sew
38,trusses,truss
39,hunched,hunch
40,low,low
41,pay,pay
42,suspect,suspect
43,around,around
44,much,much
45,longer,longer
46,think,think
47,let,let
48,go,go
49,After,after
50,nothing,noth
51,left,left
52,pain,pain
53,missing,miss
54,husband,husband
55,53,53
56,years,year
57,dead,dead
58,13,13
59,months,month
60,The,the
61,past,past
62,6,6
63,reasonable,reason
64,considering,consid
65,coherence,coher
66,limited,limit
67,today,today
68,saw,saw
69,eyes,eye
70,Grandmother,grandmoth
71,played,play
72,games,game
73,summer,summer
74,long,long
75,put,put
76,plays,play
77,treated,treat
78,like,like
79,sugar,sugar
80,top,top
81,strawberries,strawberri
82,child,child
83,30,30
84,bedside,bedsid
85,shriveled,shrivel
86,old,old
87,woman,woman
88,kind,kind
89,wanting,want
90,death,death
91,knowing,know
92,full,full
93,well,well
94,reaching,reach
95,saying,say
96,us,us
97,first,first
98,last,last
99,forgiven,forgiven
