,word,lemma
0,urlLink,urllink
1,PSYCHOTRONIC,psychotron
2,WEAPONS,weapon
3,CAN,can
4,TORTURE,tortur
5,YOU,you
6,THROUGH,through
7,THE,the
8,WALLS,wall
9,OF,OF
10,YOUR,your
11,HOME,home
12,ABILITY,abil
13,TO,TO
14,THINK,think
15,INDEPENDENTLY,independ
16,NOW,now
17,BE,BE
18,SNUFFED,snuf
19,OUT,out
20,WITH,with
21,PUSH,push
22,A,A
23,BUTTON,button
24,MOST,most
25,ARE,are
26,MOMENTARILY,momentarili
27,FREE,free
28,BUT,but
29,FREEDOM,freedom
30,EXISTS,exist
31,ONLY,onli
32,AS,AS
33,LONG,long
34,NOT,not
35,TARGETED,target
36,BY,BY
37,DESCRIBED,describ
38,ON,ON
39,THIS,thi
40,SITE,site
